pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_NOTCH_SIGNALING	0.211478852114789	0.285782232587552	0.5336140077094	1.15596981436413	2114	31	JAG1 CCND1 LFNG DTX2 APH1A RBX1 NOTCH2 PSEN2 FBXW11 ST3GAL6 ARRB1 WNT5A
HALLMARK_ADIPOGENESIS	0.307269273072693	0.374718625698406	0.448975567920745	1.04661477005245	3072	191	NABP1 AK2 MIGA2 BCL6 NMT1 ITIH5 ALDOA PFKL TOB1 LIPE UBC BAZ2A PFKFB3 PEMT ANGPTL4 G3BP2 PTCD3 GPX4 APLP2 ACADM ESYT1 HADH UQCRC1 SLC19A1 COX6A1 TKT MDH2 GPHN RAB34 ACADS MAP4K3 UQCR11 SCP2 DRAM2 BCL2L13 AIFM1 PGM1 CCNG2 PPM1B RNF11 CDKN2C DDT UCK1 RIOK3 COQ9 CYP4B1 IMMT ACLY CHUK ATL2 IDH3G LPCAT3 ATP1B3 SLC27A1 MGST3 CYC1 GPAM RREB1 CHCHD10 LIFR ITSN1 SLC25A10 UBQLN1 ELOVL6 ESRRA GPAT4 UQCRQ ADCY6 PLIN2 PEX14 DLD GPX3 EPHX2 PREB SOWAHC POR CPT2 MCCC1 PDCD4 CMBL ELMOD3 MTARC2 CAVIN1 COL4A1 CD151 JAGN1 ADIPOR2 SUCLG1 UQCR10 ETFB SULT1A1 GPD2 HIBCH QDPR TANK ABCB8 RTN3 NKIRAS1 CS REEP6 ACAA2 COQ3 PPARG AGPAT3 DBT CMPK1 STOM
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.002999700029997	0.00999900009999	0.534896678966347	1.24663369657444	29	188	FLNB MUC1 IGF1R FHL2 TPD52L1 BAG1 SVIL NCOR2 CD44 ABLIM1 SLC2A1 CCND1 MLPH PPIF CLDN7 MAPT MYBBP1A TOB1 AQP3 KRT19 MYOF ZNF185 AR FDFT1 SCNN1A NADSYN1 MED13L PODXL KDM4B FRK PLAAT3 ELF1 AFF1 INPP5F SYNGR1 TIPARP RET NAV2 FKBP5 KCNK15 RAB31 SULT2B1 ANXA9 PAPSS2 UGCG PRSS23 IL17RB GAB2 ISG20L2 RRP12 GREB1 MAST4 AMFR SLC7A2 ELF3 ELOVL5 KAZN ALDH3B1 CELSR2 PDZK1 JAK2 ENDOD1 MYC CLIC3 XBP1 TGIF2 HR ABAT CHPT1 OVOL2 TSKU SLC39A6 RBBP8 WWC1 ESRP2 CA12 MINDY1 AKAP1 MREG TTC39A SLC19A2 WFS1
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0010998900109989	0.00687431256874313	0.548789348849851	1.27741685415624	10	181	FLNB ASS1 CDH1 CKB TPD52L1 BAG1 GALE DLG5 JAK1 NCOR2 CD44 DUSP2 PLXNB1 CCND1 PPIF MAPT TOB1 KRT19 MYOF FDFT1 SCNN1A METTL3 FRK MDK LLGL2 PLAAT3 ALDH3A2 XRCC3 CYP4F11 ST6GALNAC2 UNC13B PRKAR2B AFF1 AGR2 RET EMP2 FKBP5 RAB31 SULT2B1 COX6C ANXA9 PAPSS2 RABEP1 PRSS23 IL17RB LARGE1 PLK4 AMFR
HALLMARK_ANDROGEN_RESPONSE	0.0031996800319968	0.00999900009999	0.582015482233961	1.32973563168492	31	95	NDRG1 ACTN1 PDLIM5 SAT1 AKAP12 TPD52 ANKH ZMIZ1 CAMKK2 PGM3 CCND1 RAB4A KRT19 TMEM50A ITGAV ADRM1 STK39 CCND3 PTK2B TSC22D1 MAP7 NGLY1 GSR IDI1 FKBP5 APPBP2 AKT1 ACSL3 RRP12 SLC38A2 UBE2J1 GPD1L CENPN ELOVL5 MYL12A CDK6 UBE2I SRP19 DBI XRCC5 MAF CDC14B LIFR
HALLMARK_MYOGENESIS	9.99900009999e-05	0.000999900009999	0.627660760725974	1.45625068336201	0	160	FST SPTAN1 TPM2 DMD AKT2 CKB MRAS ITGB1 TPD52L1 BAG1 TSC2 DTNA SVIL MEF2D SPEG PFKM WWTR1 SLC6A8 KIFC3 CDKN1A ABLIM1 AK1 NQO1 AGL GAA SORBS3 ERBB3 ITGB5 GADD45B COL4A2 APP FDPS
HALLMARK_PROTEIN_SECRETION	0.0688931106889311	0.12302341194452	0.517292910684235	1.18186343207674	688	95	DST DNM1L AP2M1 TPD52 CLTC SNX2 ICA1 SGMS1 PAM SCAMP3 ERGIC3 KIF1B AP1G1 COPB2 TOM1L1 RAB9A IGF2R DOP1A STX16 SEC31A COPB1 CLTA GNAS USO1 GALC GOLGA4 VAMP3 GBF1 MON2 SNAP23 ATP1A1 ARFGEF2 CD63 COG2 ATP6V1H CLN5 ARF1 SCAMP1 CLCN3 COPE NAPG AP3S1 GOSR2 ARFGEF1 TMED10 ARFIP1 STX7 RAB5A AP3B1 VPS45 M6PR AP2B1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0140985901409859	0.0329512503295125	0.560571947249271	1.27939482406614	140	92	PLSCR1 WARS1 UBA7 IFITM3 CD74 GBP2 CSF1 PARP12 ADAR LY6E RNF31 PSMB9 PSMB8 CASP1 EPSTI1 IRF2 GMPR IFI35 ELF1 CD47 HLA-C CASP8 NMI IRF1 MX1 IFITM2 TRAFD1 MVB12A NCOA7
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0074992500749925	0.0197348686184013	0.525335371588199	1.2220859465911	74	177	PLSCR1 WARS1 AUTS2 DDX58 IFITM3 CD74 ST3GAL5 TNFAIP2 CDKN1A NLRC5 BANK1 XAF1 PARP12 ADAR LY6E RNF31 PSMB9 PSMB8 ZNFX1 C1R NUP93 HLA-DMA NAMPT PTPN2 CASP1 EPSTI1 UPP1 ICAM1 CIITA PNP NFKBIA SRI IRF2 CASP7 IFI35 IDO1 CFB PSMB10 CASP8 SOD2 NMI RBCK1 IRF1 MX2 OAS3 MX1 TOR1B IFITM2 HLA-DRB1 BTG1 TRAFD1
HALLMARK_APICAL_JUNCTION	9.99900009999e-05	0.000999900009999	0.587384823866525	1.36643138328569	0	177	CDH1 ACTN1 AKT2 BMP1 ITGB1 DLG1 VCL GRB7 TIAL1 SPEG GNAI2 MAP4K2 TJP1 CX3CL1 FSCN1 PLCG1 BAIAP2 PTK2 TSPAN4 RHOF PIK3CB CLDN7 ADAM9 EVL ZYX CTNNA1 CTNND1 SORBS3 SGCE MYL9 MPP5 AKT3 MAP3K20 TMEM8B IKBKG ICAM1 MDK HADH CDH6 NF1 PKD1 PTPRC VASP CLDN4 NF2 SYK MYL12B SYMPK LIMA1 INPPL1 EXOC4 RAC2 ARPC2
HALLMARK_APICAL_SURFACE	0.0810918908109189	0.130793372275676	0.576359847944677	1.25783049230059	810	35	AFAP1L2 CX3CL1 TMEM8B NTNG1 APP
HALLMARK_HEDGEHOG_SIGNALING	0.143885611438856	0.211596487410083	0.551812023540073	1.20045663534017	1438	33	OPHN1 TLE1 VEGFA DPYSL2 CNTFR SCG2 NF1 NRCAM UNC5C CDK6 ADGRG1 TLE3 CDK5R1 HEY2
HALLMARK_COMPLEMENT	0.0054994500549945	0.0152762501527625	0.533903197812769	1.23940681204251	54	163	CTSB PLSCR1 CP SPOCK2 GNAI2 LRP1 EHD1 PDP1 APOBEC3G LGMN ADAM9 PSMB9 CALM3 C1R CASP1 CTSD CD46 LGALS3 F8 ITGAM COL4A2 CTSH ERAP2 IRF2 MT3 CD55 ANXA5 CASP7 APOBEC3F CFB RBSN L3MBTL4 FYN PRKCD GRB2 PLEK USP15 IRF1 GNB2 CBLB GNB4 PRCP S100A13 DGKH ADRA2B LIPA ATOX1 PRDM4 DPP4 USP14 PREP CASP10 MMP15 PHEX LCP2 CTSS CALM1 JAK2 KIF2A PPP4C CASP9 GMFB BRPF3 HSPA5 PIM1 GCA SH2B3 CDK5R1 KCNIP3 PLA2G4A CTSO XPNPEP1 C1S CEBPB LTA4H SRC C4BPB KYNU
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0784921507849215	0.130793372275676	0.505894168497158	1.16263297804366	784	112	EIF4G1 NABP1 SRPRB FUS ARFGAP1 NOP56 EIF4A1 SERP1 VEGFA ERO1A EIF4E EDC4 HYOU1 CNOT2 RPS14 PSAT1 ATP6V0D1 TTC37 EXOSC10 SEC31A HSP90B1 DNAJC3 HSPA9 EXOSC2 POP4 EIF2AK3 PDIA5 DDIT4 CCL2 EIF2S1 DCP1A ZBTB17 RRP9 SRPRA NFYB EEF2 SEC11A ATF6 ASNS XBP1 SHC1 HSPA5 MTREX LSM1 SPCS1 NHP2 HERPUD1 SSR1 ERN1 CEBPB BANF1 GOSR2 PREB WFS1 ATF4 CKS1B
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0131986801319868	0.0329512503295125	0.557799891669203	1.27534895627201	131	97	VAV3 DAPP1 AP2M1 TSC2 ACTR3 PLCG1 GSK3B CLTC UBE2D3 IRAK4 CDKN1A SLC2A1 RPS6KA1 NCK1 PLCB1 PDK1 EIF4E CSNK2B MAP3K7 HSP90B1 THEM4 GRB2 PLA2G12A CFL1 ATF1 AKT1 ACACA MAPKAP1 CAB39 E2F1 MKNK1 TBK1 MAPK8 SMAD2 RAC1 MYD88
HALLMARK_MTORC1_SIGNALING	0.0144985501449855	0.0329512503295125	0.510240290578478	1.19073753605715	144	199	DAPP1 WARS1 TUBA4A ACTR3 GSK3B NMT1 TFRC UBE2D3 CDKN1A ATP2A2 ALDOA SLC2A1 LGMN PFKL ENO1 SQLE SERP1 GMPS TM7SF2 MCM2 NAMPT ERO1A PDK1 SC5D PNP EBP TXNRD1 PSAT1 G6PD PSMC4 CYB5B BUB1 HSP90B1 GSR PLOD2 GPI IDI1 HSPA9 NFYC GCLC HMBS PSME3 RPA1 USO1 IFRD1 PGM1 CTH ACACA ACSL3 DDIT4 PSMC2 HSPA4 CACYBP ARPC5L PSMD12 TBK1 PSMD13 UCHL5 TCEA1 STARD4 AK4 RRP9 CANX RPN1 SKAP2 MTHFD2L IMMT PSMC6 ELOVL5 STC1 ACLY CCNG1 LDHA SEC11A CCT6A GTF2H1 UFM1 ASNS XBP1 HSPA5 P4HA1 CCNF ELOVL6 MCM4 UNG PDAP1 PSMA3 SSR1 ITGB2 LTA4H SHMT2 PITPNB PSMB5 PGK1
HALLMARK_E2F_TARGETS	0.109489051094891	0.171076642335766	0.475336990501956	1.10955406545788	1094	200	TP53 CDKN2A AK2 SMC4 MSH2 TFRC LUC7L3 XPO1 CDKN1A NOP56 PSIP1 MCM2 LMNB1 TMPO MMS22L CBX5 JPT1 SMC1A NASP WEE1 RAD51C PAICS HNRNPD LBR UBR7 NAA38 CCNE1 MCM7 SYNCRIP BARD1 CIT EZH2 CHEK1 ILF3 PDS5B HUS1 NUDT21 RPA1 SRSF1 POLD1 SPC24 CDC25B STAG1 RBBP7 EED MELK PLK4 CDKN2C ORC2 EIF2S1 POLD2 CNOT9 RAD50 SLBP HMGB3 POLD3 DEPDC1 RANBP1 CTPS1 CHEK2 SRSF2 MYBL2 TBRG4 TCF19 AURKB SNRPB DNMT1 MYC RFC1 SMC6 GSPT1 GINS1 GINS3 BRCA1 RAN MCM4 UNG DEK CTCF SHMT1 CDK4
HALLMARK_MYC_TARGETS_V1	0.0677932206779322	0.12302341194452	0.486029707495173	1.13451351075181	677	200	SF3B3 HNRNPU TARDBP XPO1 EIF4G2 NOP56 RPS6 HNRNPA2B1 EIF4A1 KPNB1 RPL22 CNBP MCM2 HDAC2 UBA2 U2AF1 RPL6 HDDC2 HNRNPC EIF4E PRPS2 RPLP0 TFDP1 G3BP1 HNRNPR TXNL4A RPS3 RACK1 HNRNPD IMPDH2 PSMC4 SLC25A3 PABPC4 ACP1 SERBP1 MCM7 SYNCRIP NCBP2 HNRNPA1 SSBP1 SRSF1 IFRD1 TCP1 HDGF EXOSC7 PSMA7 PSMD7 EIF3B SNRPG CAD PWP1 TYMS ORC2 EIF2S1 UBE2E1 RNPS1 POLD2 FAM120A RRP9 LSM7 CANX GOT2 DHX15 ILF2 PTGES3 SRPK1 RSL1D1 PSMC6 TOMM70 GNL3 LDHA RANBP1 RPS2 SNRPA1 CTPS1 SRSF2 MRPL9 AIMP2 YWHAE SET PSMD1 CYC1 SSB MYC GSPT1 TRIM28 NOP16 RAN CLNS1A MCM4 UBE2L3 MRPL23 DEK DDX18 PSMA6 TUFM CDK4 NHP2 AP3S1 RRM1
HALLMARK_MYC_TARGETS_V2	0.319468053194681	0.380319110946048	0.477159907652376	1.06866897034955	3194	58	DUSP2 NOP56 MYBBP1A TCOF1 RCL1 WDR74 LAS1L PUS1 SLC19A1 IMP4 PPAN RRP12 PLK4 NOC4L NOP2 RRP9 GNL3 TBRG4 AIMP2 IPO4 MYC NOP16 MCM4 UNG DDX18 CDK4 WDR43 NIP7 MPHOSPH10
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	9.99900009999e-05	0.000999900009999	0.60106962572371	1.39697959836823	0	172	DST TPM2 FLNA BMP1 ITGB1 TPM4 FBN2 SAT1 CALD1 FERMT2 LRP1 LAMA1 CD44 SLC6A8 FBLN5 THBS1 CADM1 VEGFA ANPEP MYL9 FBLN1 COL12A1 ITGB5 ITGAV GADD45B NT5E CDH2 COL4A2 DPYSL3 SLIT3 CDH6 MCM7 SCG2 PLOD2 PRSS2 NOTCH2 VIM COPA BGN
HALLMARK_INFLAMMATORY_RESPONSE	0.141585841415858	0.211596487410083	0.478113738940254	1.10797970381202	1415	150	TLR3 SGMS2 CX3CL1 IL18 CDKN1A ATP2A2 CSF1 LY6E CYBB KIF1B NAMPT PDPN ICAM1 ADRM1 NFKBIA SRI ICOSLG CD55 TNFRSF1B NMI IRF1 TNFSF15 ATP2C1 SLC11A2 ITGB8 CCL2 C5AR1 IFNAR1 ICAM4 CD82 SLC7A2 RELA MET EDN1 BEST1 DCBLD2 LCP2
HALLMARK_XENOBIOTIC_METABOLISM	0.0471952804719528	0.0907601547537554	0.499907354260221	1.1602721332188	471	162	GCNT2 PDLIM5 ASL NMT1 ATP2A2 NDRG2 PTGDS NQO1 NPC1 CYB5A PTGR1 PEMT DHPS COMT FBLN1 UPP1 CBR1 ARPP19 TGFB2 NFS1 ALAS1 SAR1B GSS CFB ACP1 AHCY PSMB10 ETFDH SPINT2 GSR BCAR1 SSR3 ITIH4 ATOH8 GCLC EPHA2 HACL1 PAPSS2 DHRS1 FBP1 MTHFD1 ACP2 GART DDAH2 DDT MCCC2 LONP1 ACOX3 PTGES3 SLC35D1 CYFIP2 ELOVL5 IGF1
HALLMARK_FATTY_ACID_METABOLISM	0.631236876312369	0.657538412825384	0.417564329028714	0.966248014628008	6312	142	GRHPR CRYZ ACADVL GSTZ1 D2HGDH SDHA ALDOA CBR1 PDHB ACOT2 ACADM ALDH3A2 ACOT8 HSD17B10 TP53INP2 HADH UROD ETFDH HMGCL MDH2 DLST IDI1 ACAA1 ACADS METAP1 GLUL FH EHHADH PDHA1 PTPRG HSPH1 NCAPH2 IDH3B KMT5A ECI1 UROS ELOVL5 LDHA IDH3G BCKDHB RAP1GDS1 XIST ERP29 GABARAPL1 UBE2L6 MLYCD CPT1A ALAD HADHB DLD OSTC CA2 SMS CPT2 ALDH9A1 CEL ADIPOR2 SUCLG1 ACSL4 SDHD ACSS1 APEX1 ALDH1A1 GPD2 HIBCH SERINC1 BMPR1B BPHL REEP6 ACAA2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.480751924807519	0.534168805341688	0.430857647651595	1.0057282814885	4807	200	ACADVL LRPPRC TCIRG1 MRPS22 SDHA PDP1 NDUFV1 GLUD1 NDUFB6 CYB5A ALDH6A1 RHOT2 PDHB COX4I1 CYB5R3 MRPL34 ATP5F1B GPX4 ACADM ETFA SURF1 CASP7 HSD17B10 ALAS1 SLC25A3 NDUFB1 UQCRC1 ETFDH COX6A1 MDH2 DLST GPI ACAA1 ATP5MG POLR2F HSPA9 NDUFA2 UQCR11 FH AIFM1 COX6C OPA1 NDUFS8 PDHA1 ATP6V1E1 SLC25A11 SLC25A12 SLC25A4 COX17 NDUFC1 ATP5PB IDH3B TIMM10 GOT2 ECI1 IMMT COX5B TOMM70 UQCRH LDHA NNT VDAC2 IDH3G MGST3 MTRR CYC1 PMPCA ATP6V1H FXN ATP5PD LDHB MFN2 ATP5MC2 MRPS15 CPT1A NDUFS7 UQCRQ COX7A2L HADHB DLD NDUFB4 OXA1L COX7A2 COX11 POR UQCRC2 MAOB ATP5ME SUCLG1 NDUFS1 ATP5F1A UQCR10 OGDH SDHD MRPL11 NDUFB5
HALLMARK_GLYCOLYSIS	0.232076792320768	0.305364200422063	0.45795883710174	1.06743233253913	2320	189	SLC35A3 HDLBP ZNF292 GALE CD44 ALDOA PAM ENO1 LHPP VEGFA HAX1 GNE AGL CYB5A ALDH7A1 ERO1A COPB2 AK3 ARPP19 ANGPTL4 NT5E NASP CLDN3 GMPPB PMM2 G6PD PSMC4 B4GALT4 MDH2 RBCK1 PLOD2 ME2 DSC2 GCLC HS2ST1 ABCB6 AKR1A1 CTH MXI1 DDIT4 SLC16A3 CAPN5 ECD AK4 PHKA2 GOT2 MET ELF3 GUSB STC1 DEPDC1 RARS1 EXT2 LDHA PFKP COG2 KIF2A HSPA5 P4HA1 GPC4 PLOD1 ANKZF1 SLC25A10 CHST12 NOL3 CASP6 CHPF2 IER3 B3GAT3 DLD PC PGK1 PKM TXN ALDH9A1 IDUA PDK3 TPST1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.444655534446555	0.505290380052904	0.459687078560855	1.02115782371737	4446	49	TXNRD2 STK25 NQO1 GPX4 TXNRD1 PDLIM1 G6PD SOD2 GSR GCLC PTPA FES ATOX1 PFKP ABCC1 GPX3 NDUFB4 TXN SCAF4 GLRX2 PRNP MBP
HALLMARK_P53_PATHWAY	0.210878912108789	0.285782232587552	0.45993119182303	1.07227228269837	2108	192	NDRG1 TP53 CDKN2A TPD52L1 SAT1 BAIAP2 CDKN1A BLCAP AK1 CDKN2AIP PDGFA TOB1 PRMT2 VWA5A CASP1 RALGDS UPP1 CTSD ABCC5 APP RACK1 EPS8L2 RAD51C CCND3 IRAK1 TSC22D1 RRP8 SEC61A1 KIF13B SESN1 HDAC3 TRAF4 TM7SF3 RAD9A POM121 ZNF365 EPHA2 OSGIN1 PLK2 BTG1 TRAFD1 FBXW7 DDIT4 CD82 STEAP3 JAG2 ERCC5 WWP1 TRIAP1 SLC35D1 CYFIP2 RCHY1 FUCA1 CCNG1 HSPA4L CCNK COQ8A XPC ABHD4 ABAT LDHB MXD4 FAS S100A4 ANKRA2 PRKAB1 ITGB4 CDK5R1 PLXNB2 IER3 DNTTIP2 DDB2 CSRNP2 SLC19A2 SP1 IP6K2 ELP1
HALLMARK_UV_RESPONSE_UP	0.021997800219978	0.0458287504582875	0.521256494183883	1.20678563375887	219	144	TUBA4A CDKN1C HNRNPU STARD3 ARRB2 TFRC SLC6A8 ALDOA PPIF STK25 POLR2H AQP3 EIF5 CLCN2 FOSB NUP58 ICAM1 NFKBIA POLG2 PPP1R2 PPAT CCND3 ALAS1 UROD CCNE1 CYB5B PRKCD SOD2 MARK2 RET ACAA1 AMD1 BSG IRF1 HYAL2 RXRB EIF2S3 PLCL1 SHOX2 BTG1 SIGMAR1 SLC25A4 PRPF3 GLS NPTXR PSMC3 RPN1 WIZ BCL2L11
HALLMARK_UV_RESPONSE_DN	0.0007999200079992	0.00571371434285143	0.579764274341509	1.34109133662083	7	138	KCNMA1 ERBB2 PDLIM5 MAP1B IGF1R PRKCE FHL2 NFIB DLG1 CDK13 MTA1 TJP1 DDAH1 SMAD3 ICA1 ZMIZ1 ATRX FBLN5 DYRK1A LTBP1 MAGI2 NEK7 NR3C1 SYNE1 YTHDC1 AKT3 SRI NR1D2 SIPA1L1 PIAS3 PRKAR2B FYN APBB2 KALRN NOTCH2 ATP2C1 RASA2 SFMBT1 TENT4A SPOP ATRN SCAF8 DAB2 LAMC1 CELF2 RBPMS MET SCHIP1
HALLMARK_ANGIOGENESIS	0.0795920407959204	0.130793372275676	0.609588510131898	1.29943434636959	795	24	PTK2 JAG1 VEGFA PDGFA FGFR1 ITGAV APP SLCO2A1 JAG2 STC1 VAV2 S100A4
HALLMARK_HEME_METABOLISM	0.0020997900209979	0.00884526931922192	0.542332804385724	1.26162701858704	20	177	CTSB TNS1 TFDP2 CDC27 EPB41 RNF123 PSMD9 TFRC SLC6A8 SLC2A1 SLC6A9 GAPVD1 GMPS NFE2L1 SLC66A2 AQP3 NEK7 CAST NR3C1 SLC25A38 ALDH6A1 FBXO7 RCL1 BCAM PPOX RBM5 CCND3 ARHGEF12 GLRX5 UROD MARK3 TSPAN5 TNRC6B RANBP10 FBXO9 USP15 VEZF1 BSG SDCBP GCLC HMBS MARCHF2 ABCB6 OSBP2 SLC11A2 SEC14L1 DCAF10 HDGF MXI1 XPO7 FECH ADD1 SIDT2 EPOR BACH1 ICAM4 TCEA1 RIOK3 BPGM UROS DCAF11 HAGH NNT LRP10 MARCHF8 MGST3 ALDH1L1 ENDOD1 IGSF3 ASNS ADD2 LPIN2 CLCN3 CDR2 PICALM ATP6V0A1
HALLMARK_COAGULATION	0.0031996800319968	0.00999900009999	0.577313932235589	1.32231007800699	31	103	RAPGEF3 CTSB BMP1 ANXA1 LRP1 LEFTY2 LGMN THBS1 ARF4 ADAM9 C1R KLF7 CRIP2 F8 CTSH CFB PLAU FYN PLEK GNB2 S100A13 GDA PRSS23 WDR1 CAPN5 DPP4 PREP
HALLMARK_IL2_STAT5_SIGNALING	0.0018998100189981	0.00884526931922192	0.545186939411358	1.26709951569666	18	172	NDRG1 RABGAP1L SNX14 PLSCR1 MUC1 IGF1R IFITM3 CDKN1C CD44 PRAF2 ITIH5 SNX9 CSF1 NFKBIZ RNH1 BCL2L1 EMP1 ITGA6 PRKCH TWSG1 UMPS IKZF2 ITGAV GADD45B NT5E PNP GPX4 IGF2R CCND3 TNFRSF1B PUS1 AHCY CCNE1
HALLMARK_BILE_ACID_METABOLISM	0.876612338766124	0.876612338766124	0.374798227646098	0.854763125932081	8766	90	EFHC1 PFKM NPC1 LIPE AR ABCD3 NEDD4 GNPAT IDI1 SCP2 SLC27A5 PEX26 SULT2B1 HACL1 ABCA2 ABCG4 GSTK1 PAOX MLYCD CYP46A1 SLC23A2 SLCO1A2 EPHX2 ALDH9A1 PIPOX NUDT12 PEX16 APOA1 ABCA5 PRDX5 PECR PEX1
