pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	0.0021997800219978	0.0278830755667889	0.731673197411235	1.41383052116846	21	72	CDK1 UBE2S UBE2C CDC20 MAD2L1 NEK2 CCNA2 PSMB8 UBB PSMB10 PSMD1 BUB1B PSMB9
"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway"	0.347865213478652	0.686208364576832	0.629782196406991	1.19493417484653	3478	7	PNKP POLB XRCC1
"APOBEC3G mediated resistance to HIV-1 infection"	0.0806919308069193	0.340761742641067	0.833714484423066	1.5766634800489	806	5	PPIA HMGA1 PSIP1 APOBEC3G
"ARL13B-mediated ciliary trafficking of INPP5E"	0.953304669533047	0.996880123792582	0.133179675269097	0.253649689753876	9533	3	PDE6D ARL13B INPP5E
"ARMS-mediated activation"	0.515848415158484	0.818371334874361	0.528539859943844	1.00135987747296	5158	6	KIDINS220 BRAF NTRK1 RAP1A CRK YWHAB
"ASP-3026- resistant ALK mutants"	0.983301669833017	0.997078596379763	0.0184756290135804	0.0366768408153426	9833	1	ALK
"ATF4 activates genes in response to endoplasmic reticulum  stress"	0.0164983501649835	0.134486551344866	0.775901891328874	1.48309731435431	164	26	CXCL8 CCL2 ATF3 ASNS CEBPB DCP2 CEBPG NFYA NFYB KHSRP EXOSC2
"ATF6 (ATF6-alpha) activates chaperone genes"	0.112988701129887	0.412587700505967	0.753641149849596	1.43209948150792	1129	10	HSPA5 NFYA NFYB CALR
"ATF6 (ATF6-alpha) activates chaperones"	0.151384861513849	0.473517764502619	0.715397199616088	1.35903147712077	1513	12	HSPA5 NFYA NFYB CALR
"ATP sensitive Potassium channels"	0.737626237376262	0.920511917880377	0.338755527479469	0.645182789896137	7376	3	ABCC8 ABCC9 KCNJ11
"AUF1 (hnRNP D0) binds and destabilizes mRNA"	0.359164083591641	0.697302523155864	0.559060725518299	1.07748269935246	3591	53	HNRNPD PSMB8 UBB PSMB10 PSMD1 PSMB9 PSMA2 PSMD11 PSMB2
"AURKA Activation by TPX2"	0.0164983501649835	0.134486551344866	0.685961103836359	1.32549989308022	164	72	CDK1 HSP90AA1 PLK1 TPX2 CEP72 NEK2 NDE1 TUBB4A CENPJ AURKA CKAP5 ODF2 PLK4 CEP152 HMMR HAUS1 YWHAE TUBA1A DYNC1I2 PCM1 HAUS5 CEP43 CEP70 OFD1 HAUS8
"AXIN missense mutants destabilize the destruction complex"	0.527247275272473	0.818772067629671	0.524158017135215	0.997439183344168	5272	14	PPP2R5B PPP2R5A AXIN1 PPP2R5C PPP2R1A CSNK1A1
"Abacavir metabolism"	0.706529347065294	0.905490871965435	0.38117242147799	0.720827944844277	7065	4	PCK1 ADAL NT5C2 GUK1
"Abacavir transmembrane transport"	0.399060093990601	0.732650919896638	0.604127184670457	1.15060104069123	3990	3	ABCG2 SLC22A1 SLC22A2
"Abacavir transport and metabolism"	0.682431756824318	0.889348417149674	0.420582448757564	0.798003411700564	6824	7	ABCG2 SLC22A1 SLC22A2 GUK1 NT5C2
"Abasic sugar-phosphate removal via the single-nucleotide replacement pathway"	0.454954504549545	0.773217562616548	0.56335463361715	1.07442037528413	4549	2	POLB APEX1
"Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects"	0.0660933906609339	0.304784950076421	0.756681170780817	1.44184469326793	660	16	CCNE2 E2F3 CDK2 E2F1 CCNE1 TFDP1 CCND1 E2F2 TFDP2
"Aberrant regulation of mitotic cell cycle due to RB1 defects"	0.0134986501349865	0.116299757924563	0.754436407864241	1.44817035214506	134	35	UBE2S UBE2C SKP2 CCNE2 E2F3 CDK2 E2F1 CCNE1 TFDP1 CCND1 E2F2
"Aberrant regulation of mitotic exit in cancer due to RB1 defects"	0.004999500049995	0.053320659123515	0.837048299544997	1.59556997196067	49	20	UBE2S UBE2C SKP2 ANAPC15 ANAPC5
"Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate"	0.0524947505249475	0.263125861326911	0.947573428781977	1.88107261640398	524	1	IDH1
"Abortive elongation of HIV-1 transcript in the absence of Tat"	0.40995900409959	0.742341622232691	0.565464132654037	1.07985292435269	4099	23	POLR2L POLR2D POLR2H NCBP1 CTDP1 POLR2F POLR2G POLR2J POLR2I
Acetylation	0.789021097890211	0.940783726745436	0.216970207390252	0.430717771626332	7890	1	NAT1
"Acetylcholine Neurotransmitter Release Cycle"	0.505449455054495	0.809856472989366	0.533860548211688	1.01416847843685	5054	12	SYT1 VAMP2
"Acetylcholine binding and downstream events"	0.769223077692231	0.935177008614928	0.341478291935219	0.645780254731101	7692	5	CHRNG CHRNB4 CHRNA7 CHRNA1 CHRNA5
"Acetylcholine inhibits contraction of outer hair cells"	0.960803919608039	0.996880123792582	0.139194524874967	0.263228128913812	9608	4	KCNMA1 KCNMB1 CHRNA10 KCNN2
"Acetylcholine regulates insulin secretion"	0.808419158084192	0.950185473968296	0.342332265091795	0.649572841148972	8084	9	PRKCA PLCB2 CHRM3 GNA11 MARCKS PLCB3
"Acrosome Reaction and Sperm:Oocyte Membrane Binding"	0.028997100289971	0.183774816235654	0.927834836036418	1.76712413382858	289	3	CD9 IZUMO4
"Activated NOTCH1 Transmits Signal to the Nucleus"	0.468253174682532	0.784372216598024	0.541222584050408	1.03642637134152	4682	29	UBB PSEN1 NEURL1B NOTCH1 MIB2 CNTN1 DNER JAG2 NEURL1
"Activated NTRK2 signals through CDK5"	0.671732826717328	0.882880115897205	0.420381309975872	0.796445091377003	6717	6	CDK5R1 RAC1 CDK5
"Activated NTRK2 signals through FRS2 and FRS3"	0.696430356964304	0.896968069150532	0.431107374433102	0.819547999196253	6964	11	SOS1 GRB2 NRAS FRS3 HRAS NTRK2 KRAS FRS2 PTPN11 NTF4
"Activated NTRK2 signals through FYN"	0.574342565743426	0.839663859700987	0.492305071549818	0.934088257498119	5743	7	GRIN2B DOCK3 RAC1 FYN
"Activated NTRK2 signals through PI3K"	0.971302869713029	0.997078596379763	0.145396555360234	0.275872061636737	9713	7	BDNF PIK3R1 NTF4 NTRK2 PIK3CA GRB2 GAB1
"Activated NTRK2 signals through PLCG1"	0.182381761823818	0.518246766872609	0.764803431861219	1.44630528058863	1823	4	PLCG1 NTRK2
"Activated NTRK2 signals through RAS"	0.617238276172383	0.861287531189244	0.472951743780936	0.897422297754389	6172	9	SOS1 GRB2 SHC1 NRAS HRAS
"Activated NTRK3 signals through PI3K"	0.545945405459454	0.830756647779597	0.507648421006414	0.961779421352131	5459	6	IRS1 PIK3CA NTRK3 SRC
"Activated NTRK3 signals through PLCG1"	0.136186381361864	0.44668359543588	0.820420659327018	1.56254657691191	1361	3	PLCG1 NTRK3
"Activated NTRK3 signals through RAS"	0.577542245775423	0.841293487979722	0.495553056551598	0.939558430317588	5775	8	SOS1 GRB2 SHC1 NTRK3 NRAS HRAS
"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3"	0.0001999800019998	0.00403459654034597	0.87372158288318	1.67188115633956	1	28	H2AZ2 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 KDM1A H3C1 H2BU1 H2BC5
"Activated point mutants of FGFR2"	0.345365463453655	0.683508119776258	0.63749307444066	1.20778021733231	3453	6	FGF7 FGF18 FGFR2
"Activation and oligomerization of BAK protein"	0.514348565143486	0.817085220611797	0.513553447067437	0.979440399351774	5143	2	BID BAK1
"Activation of AKT2"	0.311768823117688	0.657484599972059	0.669812044663632	1.26666886789633	3117	4	TRIB3 PDPK1 THEM4 AKT2
"Activation of AMPA receptors"	0.286771322867713	0.632307261077171	0.706429248909684	1.34728984805163	2867	2	GRIA2 GRIA1
"Activation of AMPK downstream of NMDARs"	0.283371662833717	0.629751101672283	0.652968884001279	1.23900343734427	2833	9	CALM1 MAPT
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	0.0001999800019998	0.00403459654034597	0.774655511374141	1.49771955656584	1	75	CDK1 UBE2S CCNB1 UBE2C PLK1 CDC20 PTTG1 MAD2L1 NEK2 CCNA2 PSMB8 UBB PSMB10 PSMD1 BUB1B PSMB9
"Activation of ATR in response to replication stress"	0.0005999400059994	0.00925130416894616	0.818561609822552	1.57259149887517	5	37	MCM10 CDC6 CDC45 CDC7 CLSPN CDC25C CDC25A MCM5 MCM6 MCM2 RFC5 CHEK1 MCM8 DBF4 RFC3 CDK2 ORC1 MCM7
"Activation of BAD and translocation to mitochondria"	0.363863613638636	0.701923353481385	0.595067859438997	1.13357302928888	3638	15	YWHAE YWHAQ SFN AKT1 BID
"Activation of BH3-only proteins"	0.221877812218778	0.560239722915675	0.62502712663111	1.19690976676606	2218	29	BBC3 E2F1 TFDP1 YWHAE YWHAQ SFN AKT1 TFDP2
"Activation of BIM and translocation to mitochondria"	0.726927307269273	0.911388405437033	0.347520537555096	0.661876343787752	7269	3	DYNLL1 MAPK8 BCL2L11
"Activation of BMF and translocation to mitochondria"	0.727627237276272	0.911572526141074	0.346433193832304	0.659805424201976	7276	3	BMF MAPK8 DYNLL2
"Activation of C3 and C5"	0.0172982701729827	0.137760237134181	0.902875515970425	1.71056789575254	172	6	CFB C2 C3
"Activation of Ca-permeable Kainate Receptor"	0.256974302569743	0.60460134744543	0.676488862837376	1.28260900763637	2569	8	CALM1 NCALD DLG4 DLG3
"Activation of G protein gated Potassium channels"	0.812718728127187	0.950185473968296	0.397814647974708	0.759696833377498	8127	23	KCNJ2 GNG12 GNG7 KCNJ15 KCNJ6 GABBR1
"Activation of GABAB receptors"	0.910708929107089	0.98645075251511	0.354082518796418	0.679675318673237	9107	35	ADCY9 KCNJ2 GNG12 GNG7 ADCY6 KCNJ15 KCNJ6 GABBR1
"Activation of HOX genes during differentiation"	9.99900009999e-05	0.0023967900239679	0.780066188618783	1.50925076242843	0	81	H2AZ2 EZH2 RBBP4 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 PBX1 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 MEIS1 POLR2L H3C1 HOXD1 H2BU1 H2BC5 RBBP7 POLR2D
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	0.302169783021698	0.646819668165809	0.620585940802563	1.18251726092184	3021	16	UBB TICAM1 SARM1 IKBKE CD14
"Activation of Matrix Metalloproteinases"	0.774122587741226	0.937544164543025	0.407894789707787	0.778761412089925	7741	18	TIMP1 PRSS2 MMP15 CTSV COL18A1 MMP24 MMP11 MMP17 MMP2 MMP10
"Activation of NF-kappaB in B cells"	0.0952904709529047	0.370897476168782	0.634525167003344	1.22521948669705	952	65	NFKBIA PRKCB PSMB8 BCL10 UBB PSMB10 PSMD1 PSMB9 PSMA2 PSMD11 PSMB2
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	0.0002999700029997	0.00554372043711659	0.95948123581377	1.82049750745404	2	7	CDK1 CCNB1 CCNB2 PLK1
"Activation of NMDA receptors and postsynaptic events"	0.841715828417158	0.964864593086146	0.426538748728933	0.823613646787491	8417	65	CAMKK1 CALM1 CAMK1 KPNA2 CREB1 PRKX CAMK4 GRIA2 GRIN2B DLG4 PRKAR1A RAC1 DLG3 CAMK2B RPS6KA1 RPS6KA3 CAMK2A MAPT PPM1E PDPK1 RASGRF1 NRGN NRG1 CAMK2D ARHGEF7 LIN7B RPS6KA6 GRIN2D ADCY1
"Activation of NOXA and translocation to mitochondria"	0.250874912508749	0.598982409451363	0.70442654552263	1.33216302397709	2508	5	E2F1 TFDP1 TFDP2 TP53
"Activation of Na-permeable kainate receptors"	0.738626137386261	0.920810442127775	0.264869986314349	0.525805877443887	7386	1	GRIK2
"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	0.726827317268273	0.911388405437033	0.404786435654904	0.768079149642571	7268	9	MAPK12 PPARGC1A MAPK11 PRKAA2 PRKAB2
"Activation of PUMA and translocation to mitochondria"	0.0878912108789121	0.354856527658382	0.788920280289992	1.49577666890608	878	8	BBC3 E2F1 TFDP1 TFDP2
"Activation of RAC1"	0.689131086891311	0.893270041304221	0.438180539264211	0.832406313361845	6891	12	SOS1 PAK1 RAC1 PAK4 NCK1 PAK3
"Activation of RAC1 downstream of NMDARs"	0.0288971102889711	0.183774816235654	0.869146283249142	1.64909805758319	288	7	CAMKK1 CALM1 CAMK1 RAC1
"Activation of RAS in B cells"	0.767123287671233	0.935177008614928	0.33544407419477	0.634351933632663	7671	4	RASGRP3 NRAS HRAS KRAS
"Activation of SMO"	0.638336166383362	0.870654568345982	0.474967540184996	0.906262233317178	6383	17	SMO PTCH1 SHH GAS1 CSNK1A1 KIF3A IQCE EFCAB7
"Activation of TRKA receptors"	0.784321567843216	0.938866370406953	0.280833815865663	0.535601476990628	7843	2	NTRK2 NTRK1
"Activation of anterior HOX genes in hindbrain development during early embryogenesis"	9.99900009999e-05	0.0023967900239679	0.780066188618783	1.50925076242843	0	81	H2AZ2 EZH2 RBBP4 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 PBX1 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 MEIS1 POLR2L H3C1 HOXD1 H2BU1 H2BC5 RBBP7 POLR2D
"Activation of caspases through apoptosome-mediated cleavage"	0.91990800919908	0.989703917213787	0.209171775793942	0.396292199801313	9199	6	CASP7 CASP9 APAF1 CASP3 CYCS XIAP
"Activation of gene expression by SREBF (SREBP)"	0.0218978102189781	0.154561511778851	0.722417703266545	1.39030783417758	218	42	SREBF1 HELZ2 TM7SF2 NFYA NFYB DHCR7 FDFT1 NCOA2 SC5D GPAM ELOVL6 SCD
"Activation of kainate receptors upon glutamate binding"	0.607039296070393	0.854443102201408	0.491659741197044	0.938910496102047	6070	23	CALM1 NCALD GNG12 GNG7 PLCB2 DLG4 DLG3
"Activation of the AP-1 family of transcription factors"	0.956304369563044	0.996880123792582	0.189267470640897	0.359653724621112	9563	10	JUN MAPK3 FOS MAPK10 ATF2 MAPK14 MAPK9 MAPK1 MAPK8 MAPK11
"Activation of the TFAP2 (AP-2) family of transcription factors"	0.217178282171783	0.559349596955198	0.693235377470881	1.3154087991326	2171	9	TFAP2C CITED2
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	0.941305869413059	0.993851508874407	0.363098020797817	0.699808267512863	9413	58	RPS27 RPS21 RPS3 EIF3M RPS7 EIF3F EIF3K RPS19 EIF3L RPS26 RPS24 EIF1AX EIF3E RPS14 FAU EIF4B RPS3A RPSA EIF4H RPS4X RPS15 RPS6 RPS28 EIF3G
"Activation of the phototransduction cascade"	0.933606639336066	0.992096490219341	0.219927856481648	0.417311416860693	9336	9	SLC24A1 CNGA1 CNGB1 GNB1 SAG GNGT1 PDE6A PDE6B GNAT1
"Activation of the pre-replicative complex"	0.0025997400259974	0.0316279929795965	0.799746193388899	1.53485540168143	25	33	MCM10 CDC6 CDC45 CDC7 POLA2 MCM5 GMNN MCM6 MCM2 MCM8 DBF4 CDK2 ORC1 MCM7 POLE CDT1 PRIM2 MCM4 MCM3
"Activation, myristolyation of BID and translocation to mitochondria"	0.498850114988501	0.805899928624159	0.530894520695321	1.01112448423012	4988	3	BID CASP8
"Activation, translocation and oligomerization of BAX"	0.509049095090491	0.813138646609647	0.5170324249594	0.986075446814309	5090	2	BID BAX
"Acyl chain remodeling of CL"	0.908009199080092	0.98645075251511	0.222322712916991	0.421207673134943	9080	6	LCLAT1 TAZ PLA2G6 PLA2G4A
"Acyl chain remodeling of DAG and TAG"	0.0863913608639136	0.352925313529253	0.827523309595924	1.56495515611914	863	5	MGLL PNPLA2 DGAT1
"Acyl chain remodelling of PC"	0.260873912608739	0.609041217382601	0.630164646628937	1.20140027942532	2608	19	PLAAT3 LPCAT3 PLB1 LPCAT4 PLA2G4C
"Acyl chain remodelling of PE"	0.166283371662834	0.493941414682061	0.673061485590855	1.28298055951583	1662	20	PLAAT3 PLAAT2 LPCAT3
"Acyl chain remodelling of PG"	0.885211478852115	0.97813646293974	0.290965739561951	0.553134564228287	8852	11	LPCAT4 PLA2G4D LPCAT1 PLA2R1 CRLS1 PLA2G4B
"Acyl chain remodelling of PI"	0.126187381261874	0.433948366526984	0.743433580210077	1.41270264364798	1261	10	PLAAT3 PLA2G4C MBOAT7 PLBD1 PLA2G4D
"Acyl chain remodelling of PS"	0.124787521247875	0.430970882940237	0.720522293733568	1.37110784295699	1247	14	PLAAT3 LPCAT3 LPCAT4
"Adaptive Immune System"	0.0005999400059994	0.00925130416894616	0.604400159678288	1.1898483173783	5	619	HMGB1 CD74 UBE2S NFKBIA TNFRSF14 THOP1 RNF213 UBE2C EVL ICAM1 SKP2 PIK3R3 HLA-B KIF20A B2M KIF15 MYLIP CTSB KIF2C FBXL7 TAP1 PDIA3 NPDC1 HLA-C UBE2N PPIA CDC20 CCNF KLHL21 TAPBP PRKCB CYBB RACGAP1 KIF18A HLA-DRA RNF19A CALM1 HLA-DQA1 KIF23 SOCS3 CTSD KIF4A PSMB8 BCL10 UBB FBXO32 SPSB1 C3 PSMB10 FBXO2 PSMD1 CD99 KIF22 IFITM1 TAP2 HSPA5 KIF11 DTX3L NCR3LG1 PSMB9 FBXO31 HLA-F LILRA2 TRAIP TRIB3 BLMH MAP3K8 HLA-DQB1 NPEPPS ITPR3 PTPRC SPSB4 PPL TPP2 SOS1 PLCG1 COLEC12 UBA7 UBE2E3 CD3G DNM3 CALR RILP PPP2R5B HLA-DMA ITPR2 PTEN HERC6 KLHL22 HLA-DRB5 FBXO17 S100A9 HLA-A CTSL PILRB HERC4 PPP2R5A WSB1 HUWE1 CENPE PSMA2 BTN3A3 ZNRF2 MIB2 FBXL16 CDC42 AP2S1 DYNC1I2 AKT1 HLA-E TRIM69 TRIM21 KLHL20 PAK1 PIK3AP1 RAP1GAP HLA-DPA1 CD209 FBXL8 KBTBD7 HLA-H PSMD11
"Adenosine P1 receptors"	0.756324367563244	0.929674053871209	0.30804863925883	0.587505125276318	7563	2	ADORA2B ADORA1
"Adenylate cyclase activating pathway"	0.537946205379462	0.82589666632328	0.518355419737291	0.983575423816486	5379	9	ADCY9 ADCY6 ADCY3 ADCY2 ADCY1 GNAL
"Adenylate cyclase inhibitory pathway"	0.731226877312269	0.915259171757243	0.414690955875609	0.787783433615189	7312	12	ADCY9 ADCY6 ADCY3 ADCY2 ADCY1 GNAL
"Adherens junctions interactions"	0.201079892010799	0.542045128078961	0.640689096268062	1.2246448792435	2010	26	CDH18 CDH2 CDH13 CDH3 NECTIN2 CDH11
"Adrenaline signalling through Alpha-2 adrenergic receptor"	0.257774222577742	0.605306879593321	0.716988709412228	1.36555343998231	2577	3	ADRA2C ADRA2B
"Adrenaline,noradrenaline inhibits insulin secretion"	0.604839516048395	0.854443102201408	0.492042020229541	0.939625632455364	6048	22	ADRA2C GNG12 GNG7 CACNA2D2 ADCY6
Adrenoceptors	0.166483351664834	0.493941414682061	0.752958210578743	1.426537899275	1664	6	ADRA1B ADRA2C ADRB1 ADRA2B
"Advanced glycosylation endproduct receptor signaling"	0.0072992700729927	0.0715446673956086	0.888961477569057	1.68924065699071	72	10	HMGB1 LGALS3 PRKCSH DDOST
"Aflatoxin activation and detoxification"	0.849415058494151	0.970015970101103	0.340395772213064	0.647751384030477	8494	14	MGST3 GGT6 AKR7L CYP1A2 GGT5 AKR7A2 ACY1 GGT1 MGST2 GGT7
Aggrephagy	0.157784221577842	0.484765990406036	0.670625984306324	1.28065762422256	1577	22	HSP90AA1 UBE2N UBB CFTR DYNC1I2 PARK7
"Agmatine biosynthesis"	0.484051594840516	0.799924171405385	0.539155413529683	1.02826803433147	4840	2	AGMAT AZIN2
"Alanine metabolism"	0.163183681631837	0.492592583830035	0.812926267375901	1.55039915029067	1631	2	GPT2 GPT
Alpha-defensins	0.114788521147885	0.415910634455842	0.884829982103379	1.75651764702538	1147	1	PRSS2
"Alpha-oxidation of phytanate"	0.112188781121888	0.410906261870031	0.792918253279937	1.50224530848976	1121	6	HACL1 SLC27A2 PECR
"Alpha-protein kinase 1 signaling pathway"	0.593440655934407	0.851137338872748	0.485772522038269	0.923468078050147	5934	11	UBB ALPK1 TRAF6 TIFA
"Alternative Lengthening of Telomeres (ALT)"	0.880911908809119	0.977260748114316	0.191882483028322	0.36595500795303	8809	2	DAXX ATRX
"Alternative complement activation"	0.014998500149985	0.125211616769358	0.951204618754101	1.81163346397959	149	3	CFB C3
"Amine Oxidase reactions"	0.762023797620238	0.931173482046346	0.338785112047342	0.640670107018813	7620	4	MAOB PAOX SMOX
"Amine ligand-binding receptors"	0.238076192380762	0.580445580819562	0.660305531657821	1.25547158180027	2380	13	ADRA1B HRH1 ADRA2C HTR1D ADRB1 ADRA2B
"Amino Acid conjugation"	0.491250874912509	0.803451018229272	0.536879991935563	1.02252421861189	4912	3	GLYATL1 ACSM2B
"Amino acid transport across the plasma membrane"	0.560843915608439	0.831176089708102	0.50890254392645	0.974534382916727	5608	29	SLC16A10 SLC6A14 SLC7A5 SLC1A4 SLC38A2 SLC7A1 SLC6A12
"Amino acids regulate mTORC1"	0.781621837816218	0.938866370406953	0.440889171778148	0.849025227578695	7816	50	SH3BP4 RRAGD SESN2 ATP6V1G1 RRAGC LAMTOR3 RRAGA ATP6V1C1 RRAGB
"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	9.99900009999e-05	0.0023967900239679	0.788408181935892	1.52636072978526	0	92	AURKB KNTC1 BUB1 ZWINT CENPA INCENP SKA1 PLK1 BIRC5 KIF2C SPC25 CENPU CENPI CDC20 CENPK SGO2 NUF2 SPC24 KIF18A MAD2L1 ERCC6L NDE1 SKA2 NDC80 CENPM CKAP5 BUB1B KNL1 RPS27 CENPF CENPN CENPC SGO1 CDCA8 CENPH PPP2R5B NSL1 CENPL NUP85 PPP2R5A CENPE CENPP SPDL1 DYNC1I2 BUB3
"Amplification of signal from the kinetochores"	9.99900009999e-05	0.0023967900239679	0.788408181935892	1.52636072978526	0	92	AURKB KNTC1 BUB1 ZWINT CENPA INCENP SKA1 PLK1 BIRC5 KIF2C SPC25 CENPU CENPI CDC20 CENPK SGO2 NUF2 SPC24 KIF18A MAD2L1 ERCC6L NDE1 SKA2 NDC80 CENPM CKAP5 BUB1B KNL1 RPS27 CENPF CENPN CENPC SGO1 CDCA8 CENPH PPP2R5B NSL1 CENPL NUP85 PPP2R5A CENPE CENPP SPDL1 DYNC1I2 BUB3
