pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"AKT-mediated inactivation of FOXO1A"	0.0452954704529547	0.268179672417374	0.859937926174386	1.61669091069857	452	4	AKT2 AKT3 AKT1
"ALK mutants bind TKIs"	0.0528947105289471	0.292659074899685	0.738545567468143	1.46107140096417	528	12	PRKAR1A CLTC HIP1 PPM1B EML4 EIF2AK3
"ALKBH2 mediated reversal of alkylation damage"	0.177782221777822	0.430328808970598	0.815325368692836	1.63852555530854	1777	1	ALKBH2
"ALKBH3 mediated reversal of alkylation damage"	0.417658234176582	0.624585446737658	0.587710084033613	1.10490015856139	4176	4	ASCC3 ASCC2 ALKBH3 ASCC1
"AMPK inhibits chREBP transcriptional activation activity"	0.0913908609139086	0.345994234932335	0.740870383579602	1.43764547269552	913	8	MLXIPL PRKAG2 PRKAA2 STK11
"APC truncation mutants are not K63 polyubiquitinated"	0.145985401459854	0.406602292790855	0.84744650124721	1.70307806229134	1459	1	APC
"APC truncation mutants have impaired AXIN binding"	0.444655534446555	0.640488490555498	0.527248100237354	1.04911912707233	4446	14	GSK3B PPP2R5C APC AMER1 PPP2R5B CSNK1A1 PPP2R5E AXIN1 PPP2CB PPP2CA PPP2R1A
"APC-Cdc20 mediated degradation of Nek2A"	0.165283471652835	0.424268788074464	0.598572569251213	1.22783512212868	1652	26	CDC27 CDC16 UBC ANAPC2 ANAPC5 UBA52 UBB ANAPC7 ANAPC1
"APC/C-mediated degradation of cell cycle proteins"	0.103289671032897	0.364473438043015	0.553583274396891	1.17795995714446	1032	86	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 AURKB UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 CCNB1 PSMF1 PSME3 PSMD13
"APC/C:Cdc20 mediated degradation of Cyclin B"	0.0900909909009099	0.345994234932335	0.641998570229078	1.31270379300097	900	24	CDC27 CDC16 UBC ANAPC2 ANAPC5 UBA52 UBB ANAPC7 ANAPC1 CCNB1
"APC/C:Cdc20 mediated degradation of Securin"	0.0565943405659434	0.299124164836735	0.591165876649866	1.24912311986853	565	66	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 PSMF1 PSME3 PSMD13 PSMA7 PSMA5 PSMC2 PSMC5 PSMD12 PSMD1 UBE2E1 PSMA2 ANAPC10 PSMB3 ANAPC15 PSMA3
"APC/C:Cdc20 mediated degradation of mitotic proteins"	0.0802919708029197	0.333317422026642	0.570915011577151	1.20970140344044	802	74	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 CCNB1 PSMF1 PSME3 PSMD13 PSMA7 PSMA5 PSMC2 PSMC5 PSMD12 PSMD1 UBE2E1 PSMA2 ANAPC10 BUB3 PSMB3 ANAPC15 PSMA3
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	0.0586941305869413	0.300548115666604	0.583451551410105	1.23524552404435	586	72	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 AURKB UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 PSMF1 PSME3 PSMD13 PSMA7
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	0.0814918508149185	0.334983113530752	0.571121035269698	1.20914016048026	814	72	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 PSMF1 PSME3 PSMD13 PSMA7 PSMA5 PSMC2 PSMC5 PSMD12 PSMD1 UBE2E1 PSMA2 ANAPC10 BUB3 PSMB3 ANAPC15 PSMA3
"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway"	0.718328167183282	0.829437953820326	0.409100466308371	0.788314363604063	7183	7	OGG1 NEIL1 NEIL2 PNKP POLB
"APOBEC3G mediated resistance to HIV-1 infection"	0.0260973902609739	0.214259574042596	0.866568323307242	1.64546401963925	260	5	APOBEC3G PSIP1
"ARL13B-mediated ciliary trafficking of INPP5E"	0.685031496850315	0.805361611810179	0.413672370782091	0.768622343753803	6850	3	ARL13B INPP5E
"ARMS-mediated activation"	0.894210578942106	0.938511687817158	0.27460195737031	0.524706848811661	8942	6	KIDINS220 NTRK1 YWHAB RAP1A CRK BRAF
"ASP-3026- resistant ALK mutants"	0.956704329567043	0.976933152455899	0.0425364316660103	0.085483701345065	9567	1	ALK
"ATF4 activates genes in response to endoplasmic reticulum  stress"	0.562343765623438	0.722399203539782	0.471762899190228	0.968353274255368	5623	27	EXOSC3 CCL2 NFYB EXOSC2 EXOSC7 ATF6 DDIT3 NFYC CEBPB ATF4 HERPUD1 NFYA DIS3 ASNS EXOSC9 EXOSC1 DCP2 PARN KHSRP CEBPG IGFBP1
"ATF6 (ATF6-alpha) activates chaperone genes"	0.178682131786821	0.430328808970598	0.661632081253831	1.29954893017657	1786	10	NFYB ATF6 DDIT3 HSPA5 NFYC ATF4 NFYA HSP90B1 XBP1
"ATF6 (ATF6-alpha) activates chaperones"	0.21987801219878	0.467264490116993	0.626962185727621	1.24032498386381	2198	12	NFYB ATF6 DDIT3 HSPA5 NFYC ATF4 MBTPS1 NFYA HSP90B1 XBP1
"ATP sensitive Potassium channels"	0.297970202979702	0.535271983005781	0.68144250886108	1.26615161003871	2979	3	ABCC9 ABCC8
"AUF1 (hnRNP D0) binds and destabilizes mRNA"	0.0192980701929807	0.197224675872662	0.644667590184045	1.35434373205382	192	53	EIF4G1 PSMD9 PSMD6 PSMD2 PSMB8 UBC HSPA8 PSMC1 PSMB9 PSMD4 PSMC4 PSMB10 PSMB4 UBA52 UBB PSMB7 PSMC3 PSMD11 PSMD7 PSMF1 PSME3 HNRNPD PSMD13 PSMA7
"AURKA Activation by TPX2"	0.0032996700329967	0.0864583754390518	0.665453501419159	1.40885469770545	32	72	OFD1 TUBA4A PCM1 DYNC1H1 DCTN3 CDK5RAP2 HAUS7 DYNC1I2 SDCCAG8 PRKAR2B CEP63 CEP135 TUBB4A DCTN2 CSNK1D
"AXIN missense mutants destabilize the destruction complex"	0.444655534446555	0.640488490555498	0.527248100237354	1.04911912707233	4446	14	GSK3B PPP2R5C APC AMER1 PPP2R5B CSNK1A1 PPP2R5E AXIN1 PPP2CB PPP2CA PPP2R1A
"Abacavir metabolism"	0.981901809819018	0.990751395978796	0.151960784313726	0.285687619193115	9819	4	GUK1 PCK1 ADAL NT5C2
"Abacavir transmembrane transport"	0.285471452854715	0.5302535357324	0.66901834193515	1.2577604029036	2854	4	SLC22A3 SLC22A2
"Abacavir transport and metabolism"	0.559244075592441	0.720030401559948	0.493447353740204	0.957525594005566	5592	8	SLC22A3 SLC22A2 NT5C2
"Abasic sugar-phosphate removal via the single-nucleotide replacement pathway"	0.867013298670133	0.921169720026704	0.239108225643621	0.443680833461049	8670	2	APEX1 POLB
"Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects"	0.0165983401659834	0.184985121397363	0.760310047192946	1.5271529134501	165	17	TFDP2 CDKN1C CDKN1A CCND1 CCNE1 E2F1 TFDP1 CCND3
"Aberrant regulation of mitotic cell cycle due to RB1 defects"	0.0182981701829817	0.19510126909387	0.679867888432387	1.41081367861757	182	36	TFDP2 CDC27 CDC16 CDKN1C CDKN1A CCND1 ANAPC2 ANAPC5 CCNE1 E2F1 TFDP1 CCND3 ANAPC7 ANAPC1 CCND2
"Aberrant regulation of mitotic exit in cancer due to RB1 defects"	0.225877412258774	0.47428479658428	0.590035863194026	1.19588720377054	2258	20	CDC27 CDC16 ANAPC2 ANAPC5 ANAPC7 ANAPC1
"Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate"	0.844815518448155	0.907878640831948	0.154916633845346	0.311329529590051	8448	1	IDH1
"Abortive elongation of HIV-1 transcript in the absence of Tat"	0.154984501549845	0.413561775571903	0.612019194570635	1.24917475888914	1549	23	POLR2B CTDP1 POLR2C NELFA POLR2H POLR2G POLR2A NELFB NELFE POLR2F NCBP2
Acetylation	0.344165583441656	0.567783261780774	0.648768106428603	1.30380233790184	3441	1	NAT1
"Acetylcholine Neurotransmitter Release Cycle"	0.245075492450755	0.495571293238624	0.601004546935445	1.19815108416278	2450	15	STX1A UNC13B RAB3A PPFIA1 VAMP2
"Acetylcholine binding and downstream events"	0.802019798020198	0.88040153203931	0.363471700156534	0.709665363140739	8020	9	CHRNA5 CHRNB4 CHRNE CHRNA2 CHRNA3
"Acetylcholine inhibits contraction of outer hair cells"	0.0005999400059994	0.0328367163283672	0.974036035232701	1.8311963653691	5	4	KCNMA1 KCNMB1
"Acetylcholine regulates insulin secretion"	0.0135986401359864	0.173397966325816	0.833567041374027	1.6275095333807	135	9	CHRM3 PLCB1
"Acrosome Reaction and Sperm:Oocyte Membrane Binding"	0.847515248475153	0.909662889920158	0.306473497614566	0.581940396082271	8475	5	CD9 IZUMO4 IZUMO2 ACR IZUMO1
"Activated NOTCH1 Transmits Signal to the Nucleus"	0.0634936506349365	0.310287423638589	0.644430399521216	1.32947171838081	634	30	ARRB2 JAG1 UBC DTX2 MIB1 ADAM17 NUMB UBA52 UBB NEURL1B APH1A
"Activated NTRK2 signals through CDK5"	0.44045595440456	0.640488490555498	0.560064062143199	1.07016516558738	4404	6	BDNF CDK5R1 RAC1 NTRK2
"Activated NTRK2 signals through FRS2 and FRS3"	0.661933806619338	0.790277734223669	0.44056717472495	0.868283084232154	6619	11	KRAS BDNF NRAS GRB2 NTRK2 PTPN11
"Activated NTRK2 signals through FYN"	0.32026797320268	0.548724821537318	0.614147485963291	1.18342882599222	3202	7	BDNF SRC RAC1 NTRK2 FYN
"Activated NTRK2 signals through PI3K"	0.398860113988601	0.607692477505496	0.574057564608274	1.10617772646379	3988	7	BDNF GRB2 NTRK2
"Activated NTRK2 signals through PLCG1"	0.158184181581842	0.415082615011613	0.756252373241562	1.42176115368346	1581	4	PLCG1 BDNF NTRK2
"Activated NTRK2 signals through RAS"	0.518548145185481	0.68665810838271	0.507478353959096	0.990833152053784	5185	9	KRAS BDNF NRAS GRB2 NTRK2 SHC1
"Activated NTRK3 signals through PI3K"	0.767323267673233	0.861795352612482	0.374762375556068	0.716092437993879	7673	6	SRC PIK3CA NTRK3 NTF3
"Activated NTRK3 signals through PLCG1"	0.0098990100989901	0.156290140216748	0.946324648809568	1.75831484260078	98	3	PLCG1 NTRK3
"Activated NTRK3 signals through RAS"	0.732926707329267	0.836697478932051	0.400893984718977	0.777927468739451	7329	8	KRAS NRAS GRB2 SHC1
"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3"	0.561143885611439	0.721345193246855	0.470131294454895	0.969889471955252	5611	30	KDM4C AR H2BC11 H3C15 H2BC4 H2BC17 H2BC15 H2BC12
"Activated point mutants of FGFR2"	0.911808819118088	0.948596989963166	0.296009638198595	0.585598554554148	9118	12	FGF18 FGF5 FGF1 FGF9 FGF23 FGFR2 FGF7 FGF22 FGF2 FGF8 FGF10 FGF17
"Activation and oligomerization of BAK protein"	0.265773422657734	0.513009357371473	0.722713347921225	1.34104152919035	2657	2	BAK1 BID
"Activation of AKT2"	0.0923907609239076	0.347417471993259	0.811449579831933	1.52553239050702	923	4	AKT2 THEM4 PDPK1
"Activation of AMPA receptors"	0.0212978702129787	0.204908805994401	0.923750224062191	1.7163705202729	212	3	GRIA2 GRIA1
"Activation of AMPK downstream of NMDARs"	0.0602939706029397	0.301612551295478	0.761181971829055	1.48618030020387	602	9	CAMKK2 MAPT PRKAG2 PRKAA2
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	0.0846915308469153	0.338079806281933	0.567966707351923	1.20414802041382	846	75	PSMD9 CDC27 PSMD6 PSMD2 PSMB8 CDC16 UBC PSMC1 ANAPC2 PSMB9 ANAPC5 PSMD4 PSMC4 PSMB10 PSMB4 UBA52 UBB PSMB7 ANAPC7 PSMC3 PSMD11 PSMD7 ANAPC1 CCNB1 PSMF1 PSME3 PSMD13 PSMA7 PSMA5 PSMC2 PSMC5 PSMD12 PSMD1 UBE2E1 PSMA2 ANAPC10 BUB3 PSMB3 ANAPC15 PSMA3
"Activation of ATR in response to replication stress"	0.445455454454555	0.640488490555498	0.49687822916709	1.03175640496344	4454	37	MCM2 ORC3 RAD9A ATR CHEK1 MCM7 ATRIP MCM10 CDC25C RPA1 HUS1
"Activation of BAD and translocation to mitochondria"	0.133186681331867	0.399043529746179	0.65790796771936	1.31159264737968	1331	15	AKT2 AKT3 AKT1 BCL2
"Activation of BH3-only proteins"	0.0230976902309769	0.210833529193206	0.68653278539489	1.41632971163655	230	30	TFDP2 AKT2 TP53 AKT3 E2F1 TFDP1
"Activation of BIM and translocation to mitochondria"	0.371362863713629	0.587770895357478	0.627729878769312	1.16635106606652	3713	3	DYNLL1 MAPK8 BCL2L11
"Activation of BMF and translocation to mitochondria"	0.689331066893311	0.808486865599154	0.410225712236887	0.762218293214664	6893	3	MAPK8 BMF DYNLL2
"Activation of C3 and C5"	0.0671932806719328	0.316304056617239	0.793897874885061	1.51697262538979	671	6	C4B C4A CFB
"Activation of Ca-permeable Kainate Receptor"	0.0256974302569743	0.213936182139362	0.807074922553593	1.57578462848446	256	9	DLG1 GRIK2 NCALD GRIK3
"Activation of G protein gated Potassium channels"	0.82001799820018	0.893674482109311	0.382116036736168	0.783823908302709	8200	26	GNB1 GNB4 GNB2 GNG5 KCNJ12 GNB5 GNG10 KCNJ16 GABBR2 KCNJ15
"Activation of GABAB receptors"	0.569543045695431	0.725703322063034	0.465974676804411	0.968489118632443	5695	38	GNAI2 ADCY7 GNB1 GNB4 GNB2 GNG5
"Activation of HOX genes during differentiation"	0.296770322967703	0.535099052320244	0.506281092789966	1.07674440462428	2967	84	AJUBA POLR2B MEIS1 KMT2C POLR2C H2BC11 NCOR1 PAX6 EZH2 RBBP4 POLR2H PKNOX1 POLR2G MAFB CREBBP H3C15 POLR2A EP300 NCOA3 H2BC4 H2BC17 ZNF335 H2BC15 HDAC3 H2BC12 ASH2L HOXD3 POLR2F KDM6A
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	0.323467653234677	0.550337926869839	0.566228218203105	1.13227081612247	3234	16	UBC UBA52 UBB SARM1 IKBKE IRF3 TBK1
"Activation of Matrix Metalloproteinases"	0.172782721727827	0.430328808970598	0.600182170450387	1.22720119354885	1727	24	MMP24 MMP15 MMP17 KLKB1 PRSS2
"Activation of NF-kappaB in B cells"	0.070992900709929	0.31907940592802	0.583463507493813	1.23224991433788	709	65	PSMD9 PSMD6 PSMD2 PSMB8 IKBKG UBC PSMC1 PSMB9 NFKBIA PSMD4 PSMC4 PSMB10 PSMB4 MAP3K7 UBA52 UBB PSMB7 PSMC3 PSMD11 PSMD7 PSMF1 PSME3 PSMD13 NFKBIE PSMA7 CHUK PSMA5 PSMC2 PSMC5 PSMD12 BCL10 PSMD1 PSMA2 FBXW11 PSMB3 PSMA3
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	0.0568943105689431	0.299311220263901	0.787445661922184	1.51736499215588	568	7	NEK9 NEK6 NEK7 CCNB1
"Activation of NMDA receptors and postsynaptic events"	0.0255974402559744	0.213936182139362	0.614784485014482	1.30040970581508	255	69	ARHGEF7 GRIA2 PRKX CAMKK2 DLG1 MAPT PRKAR1A RPS6KA1 PRKAG2 PRKAR2B KIF17 NBEA PRKAA2 GRIN2C ERBB4 CAMK2G CAMK1 RPS6KA6 KRAS
"Activation of NOXA and translocation to mitochondria"	0.0150984901509849	0.177931010726679	0.88882566638946	1.68772688135428	150	5	TFDP2 TP53 E2F1 TFDP1
"Activation of Na-permeable kainate receptors"	0.0552944705529447	0.297136590688757	0.942365760798215	1.89383335881135	552	1	GRIK2
"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	0.552644735526447	0.713398314256625	0.493284155450171	0.963119492269569	5526	9	PRKAG2 PRKAA2 PPARGC1A PRKAB1 MAPK12 MAPK14 PRKAB2
"Activation of PUMA and translocation to mitochondria"	0.0147985201479852	0.177931010726679	0.829124477852567	1.61883558860488	147	9	TFDP2 TP53 E2F1 TFDP1
"Activation of RAC1"	0.766523347665233	0.861795198846158	0.393663534225267	0.781540893879066	7665	13	NCK1 SOS2 RAC1 PAK3 PAK1 PAK2 SOS1 PAK5
"Activation of RAC1 downstream of NMDARs"	0.0912908709129087	0.345994234932335	0.752052463038586	1.44916422155885	912	7	ARHGEF7 CAMKK2 CAMK1
"Activation of RAS in B cells"	0.583741625837416	0.73131008364067	0.485283386472674	0.92146958328912	5837	5	KRAS NRAS RASGRP1
"Activation of SMO"	0.247375262473753	0.497371796262462	0.592802048499683	1.19069763553412	2473	17	ARRB2 BOC CDON EFCAB7 CSNK1A1
"Activation of TRKA receptors"	0.82951704829517	0.898856352816104	0.311716838396385	0.586030414531263	8295	4	NTRK2 NTRK1 ADCYAP1R1 ADORA2A
"Activation of anterior HOX genes in hindbrain development during early embryogenesis"	0.296770322967703	0.535099052320244	0.506281092789966	1.07674440462428	2967	84	AJUBA POLR2B MEIS1 KMT2C POLR2C H2BC11 NCOR1 PAX6 EZH2 RBBP4 POLR2H PKNOX1 POLR2G MAFB CREBBP H3C15 POLR2A EP300 NCOA3 H2BC4 H2BC17 ZNF335 H2BC15 HDAC3 H2BC12 ASH2L HOXD3 POLR2F KDM6A
"Activation of caspases through apoptosome-mediated cleavage"	0.467553244675533	0.653662865006016	0.546093514157766	1.04347037331493	4675	6	CASP7 CASP9 CASP3
"Activation of gene expression by SREBF (SREBP)"	0.113088691130887	0.378447617194802	0.590048257639554	1.23012595985071	1130	42	ACACB SQLE TM7SF2 SMARCD3 LSS GGPS1 TBL1X SC5D NFYB CREBBP IDI1 FDPS ELOVL6 MVD GPAM CHD9 NFYC MVK CARM1 FDFT1 ACACA
"Activation of kainate receptors upon glutamate binding"	0.0414958504149585	0.260026789199253	0.675049874384846	1.38471087306109	414	26	DLG1 GNB1 GNB4 PLCB1 GRIK2 NCALD GRIK3 GNB2 GNG5
"Activation of the AP-1 family of transcription factors"	0.947705229477052	0.973799741427609	0.24472463006742	0.480677464413885	9477	10	ATF2 MAPK8 MAPK14 FOS MAPK11 MAPK9 MAPK3 MAPK10 JUN
"Activation of the TFAP2 (AP-2) family of transcription factors"	0.731426857314269	0.83635299422704	0.405529469844684	0.791781639004243	7314	9	CREBBP EP300 CITED4 TFAP2E TFAP2C
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	0.124287571242876	0.384632323284525	0.567192121641736	1.19430547799321	1242	58	EIF4G1 EIF3G RPS21 RPS6 RPS24 EIF4A1 EIF4E EIF3F EIF3L RPS9 EIF3E RPS3 EIF3I RPS29 EIF3C RPS17 RPS18 RPS2 EIF4B EIF2S3 EIF3A RPS8 RPS27L EIF3B RPS11 FAU RPS3A RPS15A RPS14
"Activation of the phototransduction cascade"	0.656434356564344	0.786380262751935	0.443393229252069	0.865709261314708	6564	9	GNB1 PDE6B GNAT1 SAG GNGT1
"Activation of the pre-replicative complex"	0.833116688331167	0.900775418507315	0.383386705750622	0.792770264852845	8331	33	MCM2 ORC3 MCM7 MCM10 RPA1 POLE3 POLA2 ORC2 MCM4 CDC7 PRIM1 ORC6
"Activation, myristolyation of BID and translocation to mitochondria"	0.0417958204179582	0.260507366348792	0.891811457831853	1.65702681958011	417	3	NMT1 CASP8
"Activation, translocation and oligomerization of BAX"	0.362863713628637	0.580346316017749	0.647921225382932	1.20225989098118	3628	2	BAX BID
"Acyl chain remodeling of CL"	0.378962103789621	0.59271731456296	0.591367963354527	1.12998036689695	3789	6	HADHB PLA2G6 TAZ PLA2G4A HADHA LCLAT1
"Acyl chain remodeling of DAG and TAG"	0.192980701929807	0.441557794081316	0.69697961115583	1.33178211458405	1929	6	PNPLA3 PNPLA2 DGAT2L7P
"Acyl chain remodelling of PC"	0.435656434356564	0.637478829314218	0.511197796570432	1.0452535529671	4356	24	LPCAT1 PLA2G12A PLAAT3 PLA2R1 PLBD1 LPCAT2 PLA2G6 LPCAT4 PLA2G4D PLA2G4A PLA2G4C PLA2G4E PLB1 LPCAT3
"Acyl chain remodelling of PE"	0.442555744425557	0.640488490555498	0.506859403879244	1.03970647843529	4425	26	PLA2G12A ABHD4 PLAAT3 PLA2R1 PLAAT1 PLBD1 PLA2G6 LPCAT4 PLA2G4D
"Acyl chain remodelling of PG"	0.390560943905609	0.59952038399147	0.545291647686169	1.08708292173748	3905	15	LPCAT1 PLA2G12A PLA2R1 LPCAT4 PLA2G4D PLA2G4A
"Acyl chain remodelling of PI"	0.523447655234477	0.692029830833342	0.497454048460495	0.989834874406431	5234	14	PLA2G12A PLAAT3 PLA2R1 PLBD1 PLA2G4D PLA2G4A PLA2G4C PLA2G4E
"Acyl chain remodelling of PS"	0.608139186081392	0.748923407659234	0.461309592563226	0.930056691295689	6081	18	PLA2G12A OSBPL10 PLAAT3 PLA2R1 LPCAT4 PLA2G4D PLA2G4A
"Adaptive Immune System"	9.99900009999e-05	0.0117273986887026	0.563908873277264	1.23921627679379	0	665	RAPGEF3 CDH1 CTSB KLHL13 UBA7 DAPP1 AKT2 AP1M1 AP2M1 HLA-DPA1 FBXO21 ITGB1 CD74 TAP2 PSMD9 TPP2 DYNC1H1 PLCG1 RNF123 DCTN3 CDC27 HLA-DMA PSMD6 CTSA LGMN KIF5A DYNC1I2 AP1M2 CYBB ICAM1 RNF182 PSMD2 KIF5C CLTC ORAI1 PSMB8 TRAIP CDC16 UBA6 IKBKG LCP2 EVL HLA-DPB1 UBE3D UBE2D3 FBXO10 ITGB5 UBC BTN3A1 PSMC1 RAB7A AREL1 DTX3L SEC24B DNM2 ANAPC2 AP1S2 HERC2 LAG3 FBXW8 LAT ICAM4 DNM1 FBXL18 PSMB9 FBXO7 AKT3 KLC1 RAP1B FBXW2 RNF7 RNF115 MYD88 LMO7 ANAPC5 TRIM37 SH3RF1 HLA-DMB UBE2F CXADR ITGAV NCR3LG1 PIK3CB INPP5D AP1G1 NPEPPS SYK NFKBIA ITPR1 RNF34 YES1 KIF26A TRIM32 ANAPC13 HECTD2 ERAP2 PSMD4 PSMC4 PSMB10 PSMB4 HLA-DRB5 PILRA SEC61A1 PTPRC SEC24C NCK1 DCTN2 CLTA UBE2G2 BTN3A3 MAP3K7 LNX1 FBXL22 KCTD7 ASB6 HLA-DQA1 ICOSLG OSBPL1A HMGB1 CD36 UBE2J2 RBX1 KBTBD8 UBA52 BLMH HLA-DRB1 UBA5 RNF126 HERC4 KLC3 LRRC41 HLA-DRA NCF1 PPP2R5C LRSAM1 UFL1 UBB ZNRF1 RBCK1 UBE2Z UBE3B BTN3A2 VASP HECTD1 FBXL7 ARIH2 UBA3 RAP1GAP2 RNF6 PSMB7 DYNC1I1 ANAPC7 RBBP6 TRPC1 FBXW9 PSMC3 FKBP1A LONRF1 SPTBN2 AHCYL1 FBXL4 PSMD11 KRAS PSMD7 ANAPC1 THEM4 DET1 ITGB2 SAR1B PSMF1 FBXO17 UBE3A CSK ITGAL CTSD RCHY1 KLHL9 KIF20A PILRB FBXO41 WAS UBE2V2 NCF4 CTSH MGRN1 KIF15 PSME3 SEC31A SIGLEC1 PSMD13 CAPZA1 RNF138 NFKBIE PDCD1 PDPK1 TRIM11 FBXL13 HLA-DOA VAMP3 WSB1 DYNLL1 UBE2L6 PSMA7 RNF217 ASB16 BLNK NRAS TAB2 KEAP1 TAP1 UBE2J1 CHUK CD274 TRIM21 BTK UBE2O HSPA5 SH3GL2 LILRA2 SIAH1 ITGB7 SEC13 CBLB CCNF FBXO9 PSMA5 AP2B1 MAPKAP1 COLEC12 AKT1 PSMC2 UBE2D4 LRR1 NEDD4
"Adenosine P1 receptors"	0.134186581341866	0.399156461165478	0.800525210495738	1.4874127618481	1341	3	ADORA1 ADORA2B
"Adenylate cyclase activating pathway"	0.461353864613539	0.650437646561618	0.532653299161383	1.03998632304711	4613	9	ADCY7 ADCY3 ADCY4 ADCY6 ADCY2
"Adenylate cyclase inhibitory pathway"	0.111688831116888	0.376993354016172	0.689028118181968	1.36311058150011	1116	12	GNAI2 ADCY7 ADCY3 GNAI3 ADCY4 ADCY6 ADCY2
