pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
"Acetylcholine binding and downstream events"	0.75992400759924	0.928242190917134	0.341478291935219	0.649711814216618	7599	5	CHRNG CHRNB4 CHRNA7 CHRNA1 CHRNA5
"Acetylcholine inhibits contraction of outer hair cells"	0.955204479552045	0.995639336882113	0.139194524874967	0.265415157547996	9552	4	KCNMA1 KCNMB1 CHRNA10 KCNN2
"Acetylcholine regulates insulin secretion"	0.806819318068193	0.945404108237825	0.342332265091795	0.650289184677141	8068	9	PRKCA PLCB2 CHRM3 GNA11 MARCKS PLCB3
"Acrosome Reaction and Sperm:Oocyte Membrane Binding"	0.0306969303069693	0.191539351219517	0.927834836036418	1.76976203973571	306	3	CD9 IZUMO4
"Activated NOTCH1 Transmits Signal to the Nucleus"	0.471252874712529	0.787329038760498	0.541222584050408	1.03561684441177	4712	29	UBB PSEN1 NEURL1B NOTCH1 MIB2 CNTN1 DNER JAG2 NEURL1
"Activated NTRK2 signals through CDK5"	0.676732326767323	0.888486422507424	0.420381309975872	0.798282631475835	6767	6	CDK5R1 RAC1 CDK5
"Activated NTRK2 signals through FRS2 and FRS3"	0.696330366963304	0.896233821593917	0.431107374433102	0.819534974950389	6963	11	SOS1 GRB2 NRAS FRS3 HRAS NTRK2 KRAS FRS2 PTPN11 NTF4
"Activated NTRK2 signals through FYN"	0.577742225777422	0.84220999141136	0.492305071549818	0.93345897412341	5777	7	GRIN2B DOCK3 RAC1 FYN
"Activated NTRK2 signals through PI3K"	0.96980301969803	0.996669849278625	0.145396555360234	0.275686210138722	9698	7	BDNF PIK3R1 NTF4 NTRK2 PIK3CA GRB2 GAB1
"Activated NTRK2 signals through PLCG1"	0.180881911808819	0.517630151878429	0.764803431861219	1.458321895513	1808	4	PLCG1 NTRK2
"Activated NTRK2 signals through RAS"	0.613438656134387	0.859796090951923	0.472951743780936	0.898411967602491	6134	9	SOS1 GRB2 SHC1 NRAS HRAS
"Activated NTRK3 signals through PI3K"	0.547645235476452	0.828655696930307	0.507648421006414	0.963998417077135	5476	6	IRS1 PIK3CA NTRK3 SRC
"Activated NTRK3 signals through PLCG1"	0.134686531346865	0.448855802177692	0.820420659327018	1.56487909604087	1346	3	PLCG1 NTRK3
"Activated NTRK3 signals through RAS"	0.575542445755425	0.840403052577734	0.495553056551598	0.940000339394535	5755	8	SOS1 GRB2 SHC1 NTRK3 NRAS HRAS
"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3"	9.99900009999e-05	0.0021808629947816	0.87372158288318	1.67179125527557	0	28	H2AZ2 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 KDM1A H3C1 H2BU1 H2BC5
"Activated point mutants of FGFR2"	0.338666133386661	0.679290239292902	0.63749307444066	1.21056678052913	3386	6	FGF7 FGF18 FGFR2
"Activation and oligomerization of BAK protein"	0.511448855114489	0.81247879149093	0.513553447067437	0.980453792190026	5114	2	BID BAK1
"Activation of AKT2"	0.310668933106689	0.655201667333267	0.669812044663632	1.27719297523832	3106	4	TRIB3 PDPK1 THEM4 AKT2
"Activation of AMPA receptors"	0.290770922907709	0.64215182857284	0.706429248909684	1.34868384189134	2907	2	GRIA2 GRIA1
"Activation of AMPK downstream of NMDARs"	0.289371062893711	0.639787528096505	0.652968884001279	1.24036980003294	2893	9	CALM1 MAPT
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	9.99900009999e-05	0.0021808629947816	0.774655511374141	1.49738910014176	0	75	CDK1 UBE2S CCNB1 UBE2C PLK1 CDC20 PTTG1 MAD2L1 NEK2 CCNA2 PSMB8 UBB PSMB10 PSMD1 BUB1B PSMB9
"Activation of ATR in response to replication stress"	0.0003999600039996	0.00658709639240158	0.818561609822552	1.57435376236696	3	37	MCM10 CDC6 CDC45 CDC7 CLSPN CDC25C CDC25A MCM5 MCM6 MCM2 RFC5 CHEK1 MCM8 DBF4 RFC3 CDK2 ORC1 MCM7
"Activation of BAD and translocation to mitochondria"	0.368063193680632	0.708331472099213	0.595067859438997	1.13145407223507	3680	15	YWHAE YWHAQ SFN AKT1 BID
"Activation of BH3-only proteins"	0.222577742225777	0.561313243675632	0.62502712663111	1.19597489023699	2225	29	BBC3 E2F1 TFDP1 YWHAE YWHAQ SFN AKT1 TFDP2
"Activation of BIM and translocation to mitochondria"	0.720527947205279	0.907595689029228	0.347520537555096	0.662864371444464	7205	3	DYNLL1 MAPK8 BCL2L11
"Activation of BMF and translocation to mitochondria"	0.721327867213279	0.907595689029228	0.346433193832304	0.66079036045673	7213	3	BMF MAPK8 DYNLL2
"Activation of C3 and C5"	0.0175982401759824	0.136994660662551	0.902875515970425	1.7145144793077	175	6	CFB C2 C3
"Activation of Ca-permeable Kainate Receptor"	0.255874412558744	0.603185932623875	0.676488862837376	1.28321226608668	2558	8	CALM1 NCALD DLG4 DLG3
"Activation of G protein gated Potassium channels"	0.809119088091191	0.945404108237825	0.397814647974708	0.760585152486308	8091	23	KCNJ2 GNG12 GNG7 KCNJ15 KCNJ6 GABBR1
"Activation of GABAB receptors"	0.913008699130087	0.98358763501151	0.354082518796418	0.67979578807923	9130	35	ADCY9 KCNJ2 GNG12 GNG7 ADCY6 KCNJ15 KCNJ6 GABBR1
"Activation of HOX genes during differentiation"	9.99900009999e-05	0.0021808629947816	0.780066188618783	1.51024544399192	0	81	H2AZ2 EZH2 RBBP4 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 PBX1 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 MEIS1 POLR2L H3C1 HOXD1 H2BU1 H2BC5 RBBP7 POLR2D
"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	0.304069593040696	0.650311382289333	0.620585940802563	1.18008643694659	3040	16	UBB TICAM1 SARM1 IKBKE CD14
"Activation of Matrix Metalloproteinases"	0.771722827717228	0.933703631136137	0.407894789707787	0.777311958039092	7717	18	TIMP1 PRSS2 MMP15 CTSV COL18A1 MMP24 MMP11 MMP17 MMP2 MMP10
"Activation of NF-kappaB in B cells"	0.0911908809119088	0.365518415045913	0.634525167003344	1.22716083348117	911	65	NFKBIA PRKCB PSMB8 BCL10 UBB PSMB10 PSMD1 PSMB9 PSMA2 PSMD11 PSMB2
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	0.0005999400059994	0.00880275608802756	0.95948123581377	1.81927106144538	5	7	CDK1 CCNB1 CCNB2 PLK1
"Activation of NMDA receptors and postsynaptic events"	0.839416058394161	0.961318012002016	0.426538748728933	0.824918653540898	8394	65	CAMKK1 CALM1 CAMK1 KPNA2 CREB1 PRKX CAMK4 GRIA2 GRIN2B DLG4 PRKAR1A RAC1 DLG3 CAMK2B RPS6KA1 RPS6KA3 CAMK2A MAPT PPM1E PDPK1 RASGRF1 NRGN NRG1 CAMK2D ARHGEF7 LIN7B RPS6KA6 GRIN2D ADCY1
"Activation of NOXA and translocation to mitochondria"	0.246275372462754	0.594449328746089	0.70442654552263	1.34027333415583	2462	5	E2F1 TFDP1 TFDP2 TP53
"Activation of Na-permeable kainate receptors"	0.739026097390261	0.91988801119888	0.264869986314349	0.527083016999726	7390	1	GRIK2
"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	0.71972802719728	0.907595689029228	0.404786435654904	0.768926180942394	7197	9	MAPK12 PPARGC1A MAPK11 PRKAA2 PRKAB2
"Activation of PUMA and translocation to mitochondria"	0.0954904509549045	0.372843423053193	0.788920280289992	1.49648018799095	954	8	BBC3 E2F1 TFDP1 TFDP2
"Activation of RAC1"	0.694030596940306	0.894829686360438	0.438180539264211	0.831808163537141	6940	12	SOS1 PAK1 RAC1 PAK4 NCK1 PAK3
"Activation of RAC1 downstream of NMDARs"	0.0286971302869713	0.182351056232959	0.869146283249142	1.6479870812032	286	7	CAMKK1 CALM1 CAMK1 RAC1
"Activation of RAS in B cells"	0.753924607539246	0.924646137209987	0.33544407419477	0.639622441190992	7539	4	RASGRP3 NRAS HRAS KRAS
"Activation of SMO"	0.636636336366363	0.868336095967868	0.474967540184996	0.905235679575159	6366	17	SMO PTCH1 SHH GAS1 CSNK1A1 KIF3A IQCE EFCAB7
"Activation of TRKA receptors"	0.783621637836216	0.935016256876037	0.280833815865663	0.536155645167987	7836	2	NTRK2 NTRK1
"Activation of anterior HOX genes in hindbrain development during early embryogenesis"	9.99900009999e-05	0.0021808629947816	0.780066188618783	1.51024544399192	0	81	H2AZ2 EZH2 RBBP4 H2BC15 H4C1 H2AC6 H2BC4 H2BC14 H3C15 H2AC4 H2BC9 PBX1 H2BC13 H2BC12 H2AC20 H2BC17 H2BC11 H2AC7 H2AC14 MEIS1 POLR2L H3C1 HOXD1 H2BU1 H2BC5 RBBP7 POLR2D
"Activation of caspases through apoptosome-mediated cleavage"	0.915908409159084	0.985079635084026	0.209171775793942	0.397206516200364	9159	6	CASP7 CASP9 APAF1 CASP3 CYCS XIAP
"Activation of gene expression by SREBF (SREBP)"	0.0203979602039796	0.148323895934106	0.722417703266545	1.38979275933504	203	42	SREBF1 HELZ2 TM7SF2 NFYA NFYB DHCR7 FDFT1 NCOA2 SC5D GPAM ELOVL6 SCD
"Activation of kainate receptors upon glutamate binding"	0.604539546045396	0.855673627033094	0.491659741197044	0.940008371068094	6045	23	CALM1 NCALD GNG12 GNG7 PLCB2 DLG4 DLG3
"Activation of the AP-1 family of transcription factors"	0.957804219578042	0.995639336882113	0.189267470640897	0.359641689685745	9578	10	JUN MAPK3 FOS MAPK10 ATF2 MAPK14 MAPK9 MAPK1 MAPK8 MAPK11
"Activation of the TFAP2 (AP-2) family of transcription factors"	0.216778322167783	0.559349596955198	0.693235377470881	1.31685942101896	2167	9	TFAP2C CITED2
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	0.944805519448055	0.993519398060194	0.363098020797817	0.701124939008837	9448	58	RPS27 RPS21 RPS3 EIF3M RPS7 EIF3F EIF3K RPS19 EIF3L RPS26 RPS24 EIF1AX EIF3E RPS14 FAU EIF4B RPS3A RPSA EIF4H RPS4X RPS15 RPS6 RPS28 EIF3G
"Activation of the phototransduction cascade"	0.931906809319068	0.990184526961959	0.219927856481648	0.417771624421358	9319	9	SLC24A1 CNGA1 CNGB1 GNB1 SAG GNGT1 PDE6A PDE6B GNAT1
"Activation of the pre-replicative complex"	0.0023997600239976	0.0289045722293442	0.799746193388899	1.5339565432813	23	33	MCM10 CDC6 CDC45 CDC7 POLA2 MCM5 GMNN MCM6 MCM2 MCM8 DBF4 CDK2 ORC1 MCM7 POLE CDT1 PRIM2 MCM4 MCM3
"Activation, myristolyation of BID and translocation to mitochondria"	0.498350164983502	0.805151158190954	0.530894520695321	1.01263385824563	4983	3	BID CASP8
"Activation, translocation and oligomerization of BAX"	0.507749225077492	0.810323582012267	0.5170324249594	0.987095704704875	5077	2	BID BAX
"Acyl chain remodeling of CL"	0.903109689031097	0.983548608701883	0.222322712916991	0.422179473950468	9031	6	LCLAT1 TAZ PLA2G6 PLA2G4A
"Acyl chain remodeling of DAG and TAG"	0.0896910308969103	0.361703929440667	0.827523309595924	1.57448272256822	896	5	MGLL PNPLA2 DGAT1
"Acyl chain remodelling of PC"	0.264573542645735	0.611195178192105	0.630164646628937	1.20047506758025	2645	19	PLAAT3 LPCAT3 PLB1 LPCAT4 PLA2G4C
"Acyl chain remodelling of PE"	0.166583341665833	0.496672746518452	0.673061485590855	1.28335433005047	1665	20	PLAAT3 PLAAT2 LPCAT3
"Acyl chain remodelling of PG"	0.882111788821118	0.977154204140829	0.290965739561951	0.553125773821175	8821	11	LPCAT4 PLA2G4D LPCAT1 PLA2R1 CRLS1 PLA2G4B
"Acyl chain remodelling of PI"	0.131786821317868	0.444987300433137	0.743433580210077	1.41265537099697	1317	10	PLAAT3 PLA2G4C MBOAT7 PLBD1 PLA2G4D
"Acyl chain remodelling of PS"	0.131186881311869	0.443580222983288	0.720522293733568	1.36856398845842	1311	14	PLAAT3 LPCAT3 LPCAT4
"Adaptive Immune System"	0.000999900009999	0.0138329024240433	0.604400159678288	1.19049871456221	9	619	HMGB1 CD74 UBE2S NFKBIA TNFRSF14 THOP1 RNF213 UBE2C EVL ICAM1 SKP2 PIK3R3 HLA-B KIF20A B2M KIF15 MYLIP CTSB KIF2C FBXL7 TAP1 PDIA3 NPDC1 HLA-C UBE2N PPIA CDC20 CCNF KLHL21 TAPBP PRKCB CYBB RACGAP1 KIF18A HLA-DRA RNF19A CALM1 HLA-DQA1 KIF23 SOCS3 CTSD KIF4A PSMB8 BCL10 UBB FBXO32 SPSB1 C3 PSMB10 FBXO2 PSMD1 CD99 KIF22 IFITM1 TAP2 HSPA5 KIF11 DTX3L NCR3LG1 PSMB9 FBXO31 HLA-F LILRA2 TRAIP TRIB3 BLMH MAP3K8 HLA-DQB1 NPEPPS ITPR3 PTPRC SPSB4 PPL TPP2 SOS1 PLCG1 COLEC12 UBA7 UBE2E3 CD3G DNM3 CALR RILP PPP2R5B HLA-DMA ITPR2 PTEN HERC6 KLHL22 HLA-DRB5 FBXO17 S100A9 HLA-A CTSL PILRB HERC4 PPP2R5A WSB1 HUWE1 CENPE PSMA2 BTN3A3 ZNRF2 MIB2 FBXL16 CDC42 AP2S1 DYNC1I2 AKT1 HLA-E TRIM69 TRIM21 KLHL20 PAK1 PIK3AP1 RAP1GAP HLA-DPA1 CD209 FBXL8 KBTBD7 HLA-H PSMD11
"Adenosine P1 receptors"	0.75002499750025	0.924456869381555	0.30804863925883	0.588112996349214	7500	2	ADORA2B ADORA1
"Adenylate cyclase activating pathway"	0.536546345365463	0.825797013432795	0.518355419737291	0.984660102615665	5365	9	ADCY9 ADCY6 ADCY3 ADCY2 ADCY1 GNAL
"Adenylate cyclase inhibitory pathway"	0.72962703729627	0.912689474470209	0.414690955875609	0.787217348861676	7296	12	ADCY9 ADCY6 ADCY3 ADCY2 ADCY1 GNAL
"Adherens junctions interactions"	0.201179882011799	0.543122217255471	0.640689096268062	1.22568909462438	2011	26	CDH18 CDH2 CDH13 CDH3 NECTIN2 CDH11
"Adrenaline signalling through Alpha-2 adrenergic receptor"	0.264373562643736	0.611195178192105	0.716988709412228	1.36759189411062	2643	3	ADRA2C ADRA2B
"Adrenaline,noradrenaline inhibits insulin secretion"	0.604739526047395	0.855673627033094	0.492042020229541	0.939836733712727	6047	22	ADRA2C GNG12 GNG7 CACNA2D2 ADCY6
Adrenoceptors	0.164683531646835	0.494663560939192	0.752958210578743	1.42982917524719	1646	6	ADRA1B ADRA2C ADRB1 ADRA2B
"Advanced glycosylation endproduct receptor signaling"	0.005999400059994	0.059771800597718	0.888961477569057	1.68918413066904	59	10	HMGB1 LGALS3 PRKCSH DDOST
"Aflatoxin activation and detoxification"	0.846615338466153	0.966818742654037	0.340395772213064	0.64654959287985	8466	14	MGST3 GGT6 AKR7L CYP1A2 GGT5 AKR7A2 ACY1 GGT1 MGST2 GGT7
Aggrephagy	0.159184081591841	0.486596794865968	0.670625984306324	1.2809453435284	1591	22	HSP90AA1 UBE2N UBB CFTR DYNC1I2 PARK7
"Agmatine biosynthesis"	0.47955204479552	0.793029713422101	0.539155413529683	1.02933194742152	4795	2	AGMAT AZIN2
"Alanine metabolism"	0.170982901709829	0.502659806834851	0.812926267375901	1.5520032942451	1709	2	GPT2 GPT
Alpha-defensins	0.117588241175882	0.424263981947558	0.884829982103379	1.76078408500902	1175	1	PRSS2
"Alpha-oxidation of phytanate"	0.112988701129887	0.414568528018605	0.792918253279937	1.50571125488395	1129	6	HACL1 SLC27A2 PECR
"Alpha-protein kinase 1 signaling pathway"	0.600739926007399	0.853800183361946	0.485772522038269	0.923453402307776	6007	11	UBB ALPK1 TRAF6 TIFA
"Alternative Lengthening of Telomeres (ALT)"	0.878312168783122	0.975409981937586	0.191882483028322	0.366333648842693	8783	2	DAXX ATRX
"Alternative complement activation"	0.0150984901509849	0.125183029642241	0.951204618754101	1.81433781197908	150	3	CFB C3
"Amine Oxidase reactions"	0.750524947505249	0.924456869381555	0.338785112047342	0.645993109066117	7505	4	MAOB PAOX SMOX
"Amine ligand-binding receptors"	0.242375762423758	0.58974042294263	0.660305531657821	1.25438474378211	2423	13	ADRA1B HRH1 ADRA2C HTR1D ADRB1 ADRA2B
"Amino Acid conjugation"	0.491950804919508	0.799337515912838	0.536879991935563	1.02405060978318	4919	3	GLYATL1 ACSM2B
"Amino acid transport across the plasma membrane"	0.564743525647435	0.831592889343285	0.50890254392645	0.973773198283885	5647	29	SLC16A10 SLC6A14 SLC7A5 SLC1A4 SLC38A2 SLC7A1 SLC6A12
"Amino acids regulate mTORC1"	0.786521347865214	0.937552035047603	0.440889171778148	0.849675516999843	7865	50	SH3BP4 RRAGD SESN2 ATP6V1G1 RRAGC LAMTOR3 RRAGA ATP6V1C1 RRAGB
"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	9.99900009999e-05	0.0021808629947816	0.788408181935892	1.52858069587118	0	92	AURKB KNTC1 BUB1 ZWINT CENPA INCENP SKA1 PLK1 BIRC5 KIF2C SPC25 CENPU CENPI CDC20 CENPK SGO2 NUF2 SPC24 KIF18A MAD2L1 ERCC6L NDE1 SKA2 NDC80 CENPM CKAP5 BUB1B KNL1 RPS27 CENPF CENPN CENPC SGO1 CDCA8 CENPH PPP2R5B NSL1 CENPL NUP85 PPP2R5A CENPE CENPP SPDL1 DYNC1I2 BUB3
"Amplification of signal from the kinetochores"	9.99900009999e-05	0.0021808629947816	0.788408181935892	1.52858069587118	0	92	AURKB KNTC1 BUB1 ZWINT CENPA INCENP SKA1 PLK1 BIRC5 KIF2C SPC25 CENPU CENPI CDC20 CENPK SGO2 NUF2 SPC24 KIF18A MAD2L1 ERCC6L NDE1 SKA2 NDC80 CENPM CKAP5 BUB1B KNL1 RPS27 CENPF CENPN CENPC SGO1 CDCA8 CENPH PPP2R5B NSL1 CENPL NUP85 PPP2R5A CENPE CENPP SPDL1 DYNC1I2 BUB3
