pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_NOTCH_SIGNALING	0.243175682431757	0.27633600276336	0.614972527208213	1.17977680360291	2431	31	WNT5A NOTCH3 NOTCH1 CCND1 LFNG HES1 RBX1 FZD7 PRKCA
HALLMARK_ADIPOGENESIS	0.0974902509749025	0.131743582398517	0.583488540973038	1.13878973489919	974	191	ABCA1 PIM3 GPX3 BCL6 MGLL COL4A1 HSPB8 CYP4B1 C3 DNAJC15 CAT IDH1 LPCAT3 NABP1 HADH CDKN2C PTCD3 STOM DECR1 IFNGR1 MGST3 DHCR7 ITGA7 UQCR10 PREB UCP2 GPAM ELOVL6 PRDX3 RREB1 MTCH2 SLC19A1 APOE OMD COX8A ACADM LTC4S ETFB ADCY6 CRAT
HALLMARK_ESTROGEN_RESPONSE_EARLY	9.99900009999e-05	0.0002777500027775	0.686783011031483	1.34034064556585	0	188	CD44 ELF3 LRIG1 MUC1 PLAAT3 WWC1 ALDH3B1 BAG1 INHBB FAM102A TGM2 SVIL STC2 RETREG1 NBL1 KRT15 CA12 HSPB8 TFAP2C TPBG MYBL1 AFF1 RAB31 CLDN7 SLC16A1 GLA SLC2A1 PTGES ADCY9 CHPT1 AREG KRT8 DHCR7 PDLIM3 KCNK15 ENDOD1 FDFT1 CCND1 BLVRB SFN HES1 KLF4 UGCG IL6ST RAB17 SLC7A5 SLC27A2 B4GALT1 SLC24A3 ELOVL2 JAK2 RHOBTB3 TMPRSS3 IL17RB PRSS23 UNC119 PDZK1 ESRP2 CISH MICB FASN MAST4 DEPTOR SLC1A4 RHOD SLC19A2 SLC22A5 TPD52L1 PPIF KRT18 IGFBP4 NAV2
HALLMARK_ESTROGEN_RESPONSE_LATE	9.99900009999e-05	0.0002777500027775	0.718689438136284	1.40193590117348	0	181	CD44 CD9 TRIM29 PLAAT3 ALDH3B1 BAG1 CDC6 KIF20A CAV1 FAM102A ISG20 TOP2A CDC20 LLGL2 SGK1 NBL1 CA12 LAMC2 HSPB8 TFAP2C TPBG TFPI2 AFF1 RAB31 STIL EMP2 IDH2 CA2 PLK4 SLC16A1 GLA GINS2 RNASEH2A XRCC3 PTGES CHPT1 AREG DHCR7 SORD PDLIM3 TSPAN13 MAPK13 FDFT1 CCNA1 CCND1 S100A9 BLVRB GALE SFN PERP MDK GAL FABP5 KLF4 IL6ST SLC7A5 SLC27A2 CACNA2D2 ST14 IMPA2 SLC24A3 JAK2 TMPRSS3 IL17RB RABEP1 UGDH JAK1 PRSS23 PDZK1 ETFB CISH MICB
HALLMARK_ANDROGEN_RESPONSE	0.0201979802019798	0.033663300336633	0.663681224345339	1.28528258110065	201	95	NDRG1 INPP4B STEAP4 B2M MYL12A PTK2B SGK1 NKX3-1 MAF PDLIM5 ANKH ADAMTS1 FADS1 CENPN STK39 KRT8 SORD PMEPA1 XRCC6 CCND1 AKT1 XRCC5 SCD B4GALT1 ABCC4 DBI TPD52 SAT1
HALLMARK_MYOGENESIS	0.0137986201379862	0.0246403931035468	0.636598746338312	1.2405726332724	137	160	IGFBP3 PDE4DIP BDKRB2 GPX3 BAG1 SVIL STC2 IGF1 SYNGR2 TAGLN GSN TPM2 HSPB8 PTP4A3 MEF2D COL4A2 CRYAB EPHB3 ADCY9 NOTCH1 ANKRD2 ADAM12 ITGA7 PPP1R3C DENND2B LPIN1 DAPK2 TNNT2 PC SCD ATP2A1 COL6A2 HBEGF CACNA1H FHL1 TNNC2 CDH13 NOS1 MYL6B CRAT AGL GADD45B MYO1C MYOM1 DMPK TPD52L1 MAPK12 HSPB2 NAV2
HALLMARK_PROTEIN_SECRETION	0.171982801719828	0.204741430618843	0.590456718115716	1.14347627573249	1719	95	ABCA1 CAV2 ANP32E IGF2R ARFGEF2 CLN5 GLA MON2 AP2S1 ICA1 ARFGEF1 RAB9A ARFGAP3 STX7 TPD52
HALLMARK_INTERFERON_ALPHA_RESPONSE	9.99900009999e-05	0.0002777500027775	0.821009681328612	1.58978384910197	0	92	PLSCR1 IRF1 CD74 CSF1 PARP9 IFI27 HELZ2 MX1 IL15 IFI44L B2M NCOA7 ISG20 TAP1 GBP2 PARP12 OAS1 HLA-C RTP4 DDX60 IFITM2 IFIT3 PSMB8 CD47 MVB12A NMI TMEM140 IFITM1 PSMB9 CMPK2 IFI44 IFIH1 TDRD7 IFI35 UBA7 CASP1 PARP14 HERC6 SP110 LAMP3 BATF2 SAMD9L ISG15
HALLMARK_INTERFERON_GAMMA_RESPONSE	9.99900009999e-05	0.0002777500027775	0.788910829383165	1.53874293397482	0	177	CFB PLSCR1 IRF1 CD74 TNFAIP2 NAMPT NFKBIA UPP1 IFI27 RNF213 HELZ2 STAT1 MX1 ICAM1 IL15 IFI44L HLA-B SOD2 B2M MVP XAF1 CASP4 ISG20 TAP1 PARP12 CCL2 OAS2 PIM1 APOL6 RTP4 TAPBP NLRC5 DDX60 IFITM2 MTHFD2 HLA-DQA1 SOCS3 IFIT3 PSMB8 IFIT1 PSMB10 NMI ZNFX1 PSMB9 CMPK2 IFI44 IFIH1 TDRD7 TNFSF10 IFI35 STAT3 NOD1 OAS3 SAMHD1 CASP1 HLA-DMA PARP14 VAMP5 HERC6 SP110 HLA-A BATF2 SAMD9L CCL5 ISOC1 ISG15 CIITA PSMA2 OASL
HALLMARK_APICAL_JUNCTION	0.0104989501049895	0.020997900209979	0.636203192547384	1.24089203829276	104	177	ITGA3 EVL ICAM1 PIK3R3 THBS3 MYH10 MYL9 CDSN ITGA2 LAMC2 ADRA1B COL16A1 CD99 TGFBI MAP3K20 CDK8 CLDN7 ADAM9 PTPRC HADH TAOK2 PLCG1 CLDN4 CRB3 PTEN MAPK13 LAYN RHOF CERCAM MPZL1 IRS1 SKAP2 MDK TRO ZYX CD209 CNTN1 TSC1 B4GALT1 CLDN9 CLDN11 PCDH1 PARD6G NRTN PFN1 CDH3 CRAT ACTG2 CD34 ARHGEF6
HALLMARK_APICAL_SURFACE	0.168983101689831	0.204741430618843	0.638697009728291	1.22683391353434	1689	35	PLAUR DCBLD2 GSTM3 BRCA1 ATP8B1 SULF2 B4GALT1 EFNA5 NTNG1
HALLMARK_HEDGEHOG_SIGNALING	0.0121987801219878	0.022775500227755	0.768933645010771	1.47496442699074	121	33	ETS2 OPHN1 L1CAM TLE1 NRP2 ADGRG1 RTN1
HALLMARK_COMPLEMENT	9.99900009999e-05	0.0002777500027775	0.734880098730673	1.4321909064727	0	163	CP CFB PLSCR1 IRF1 SPOCK2 CALM3 CD55 DUSP5 PLAUR CTSB MSRB1 CASP4 LGALS3 C2 FN1 PDP1 PIM1 CD59 PDGFB ITGAM CALM1 CTSD CEBPB TFPI2 C3 COL4A2 HSPA5 PSMB9 CA2 TIMP1 ADAM9 PSEN1 CASP1 MAFF GCA S100A9 CTSL CCL5 DGKH F3
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0476952304769523	0.0701400448190475	0.628461094535234	1.21997942729617	476	112	H2AX CCL2 STC2 WIPI1 MTHFD2 ATF3 ASNS IFIT1 CEBPB DCP2 HSPA5 CHAC1 NABP1 CEBPG NFYA NFYB CALR FUS ERN1 CKS1B PDIA5 KHSRP PREB EXOSC2 SLC7A5 GEMIN4 EIF2AK3 CNOT6 PDIA6 NOP56
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0248975102489751	0.0389023597640236	0.656708826800727	1.27191572108598	248	97	SQSTM1 CDK1 PIK3R3 UBE2N TNFRSF1A PRKCB MKNK2 TRIB3 CDK2 E2F1 SLC2A1 PLCG1 NOD1 CALR ITPR2 PTEN IRAK4 SFN AKT1 CFL1 CAMK4 MAP2K3 CXCR4 PFN1
HALLMARK_MTORC1_SIGNALING	0.0001999800019998	0.000526263163157369	0.67629113090123	1.32057036142875	1	199	SQSTM1 NAMPT CD9 BUB1 SYTL2 PIK3R3 PLK1 TFRC GMPS PPIA CCNF RRM2 CDC25A TM7SF2 MTHFD2 ASNS MCM2 AURKA NIBAN1 DHFR HSPA5 IDH1 FADS1 FADS2 TRIB3 GLA CACYBP NUPR1 SLC2A1 TXNRD1 LDHA CALR TOMM40 DHCR7 SORD TES SKAP2 SC5D MCM4 NUP205 ELOVL6 SCD SLC7A5 TPI1 GGA2 MAP2K3 STARD4 PSPH SLC37A4 UNG NFIL3 PRDX1 CXCR4
HALLMARK_E2F_TARGETS	9.99900009999e-05	0.0002777500027775	0.817604835014279	1.59672167207615	0	200	HMGB2 CIT TMPO NASP SMC4 CDK1 EZH2 LMNB1 AURKB UBE2S ESPL1 KIF18B CCNB2 TRA2B SRSF1 LBR HELLS SPAG5 H2AX MYBL2 STMN1 WDR90 NCAPD2 POLD1 CDCA3 PLK1 BIRC5 SRSF2 ATAD2 KIF2C MKI67 TFRC POLA2 DEPDC1 TOP2A SPC25 CBX5 DLGAP5 CDC20 RRM2 CSE1L RACGAP1 RAN CDC25A SPC24 RAD51AP1 UBE2T ANP32E BRCA1 PTTG1 MAD2L1 SMC1A ASF1B TIMELESS MTHFD2 GINS1 TACC3 MCM5 HNRNPD KIF4A ILF3 CKS2 MCM6 CENPM MCM2 AURKA CDKN3 HMGA1 HMGB3 CHEK1 BUB1B KIF22 GINS4 KPNA2 DSCC1 RFC3 RANBP1 POLD3 LIG1 TK1 MMS22L E2F8 PLK4 SHMT1 PCNA CDCA8 HMMR RNASEH2A CDKN2C SSRP1 CCNE1 BARD1 MCM7 MSH2 BRCA2 CTPS1 PRKDC DUT POLE TRIP13 XRCC6 RBBP7 CKS1B PNN
HALLMARK_MYC_TARGETS_V1	9.99900009999e-05	0.0002777500027775	0.688867762612668	1.34530770691815	0	200	TRA2B SRSF7 SRSF1 HNRNPA2B1 TRIM28 SRSF3 CDC45 SRSF2 HNRNPA1 PRPS2 PPIA CDC20 RAN MAD2L1 CCNA2 MCM5 HNRNPD MCM6 MCM2 HNRNPR SNRPD3 PSMD1 PRPF31 TYMS SF3B3 KPNA2 SNRPA RPL22 RANBP1 ODC1 CDK2 SMARCC1 HDAC2 PCNA HNRNPU RPLP0 CLNS1A TFDP1 EIF4G2 RRM1 LDHA YWHAE MCM7 PABPC4 CTPS1 DUT XRCC6 SNRPD1 YWHAQ TARDBP G3BP1 PSMA2 DHX15 RPS3 MCM4 BUB3 LSM7 EEF1B2 ILF2 RPL18 SNRPG NCBP1 PRDX3 DEK NAP1L1 PSMB2 POLD2
HALLMARK_MYC_TARGETS_V2	0.638636136386361	0.651669526924859	0.487747204714228	0.940684550793164	6386	58	PLK1 MCM5 PLK4 SORD MCM4 SLC19A1 UNG WDR74 NOP56 PA2G4 CDK4 NOLC1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	9.99900009999e-05	0.0002777500027775	0.699120401164499	1.3629077605792	0	172	CD44 IGFBP3 TPM1 IL15 PLAUR TGM2 WNT5A CXCL8 FN1 MYL9 CDH2 CD59 TAGLN ITGA2 TPM2 LAMC2 COL4A1 DPYSL3 NT5E TFPI2 FBLN1 COL16A1 TPM4 COL4A2 CCN2 TIMP1 TGFBI SLIT3 PFN2 SDC4 VIM CALD1 MCM7 AREG PMEPA1 FSTL3 ADAM12 ITGA5 IGFBP2 SERPINE2 P3H1 GPX7 PRSS2 DAB2
HALLMARK_INFLAMMATORY_RESPONSE	9.99900009999e-05	0.0002777500027775	0.760973002435683	1.48180780001321	0	150	ABCA1 IRF1 KLF6 OSMR CSF1 NAMPT NFKBIA ITGB8 ICAM1 IL15 P2RX7 LIF CD55 PLAUR PCDH7 CXCL8 CCL2 DCBLD2 RTP4 TAPBP ATP2B1 CYBB TPBG NMI IFITM1 IL18 HRH1 C3AR1 TIMP1 AHR TNFSF10 PSEN1 MET STAB1 ITGA5 P2RX4 LAMP3 CCL5 KCNJ2 F3 SGMS2
HALLMARK_XENOBIOTIC_METABOLISM	0.154884511548845	0.193605639436056	0.573995942331841	1.11858092545606	1548	162	CFB ETS2 UPP1 IGF1 TNFRSF1A TMEM176B ABCC3 FBLN1 PSMB10 PDLIM5 CAT IDH1 CA2 CYP2S1 PTGES ASL BLVRB BCAR1 HACL1 TPST1 RAP1GAP PC GABARAPL1 APOE PGRMC1 TKFC GCNT2 UGDH ADH7 XDH ALAS1 PINK1
HALLMARK_FATTY_ACID_METABOLISM	0.544845515448455	0.578067193280672	0.508500491752832	0.989154179034947	5448	142	S100A10 HSP90AA1 ACSS1 MGLL IDH1 CA2 MIF HSDL2 ODC1 HADH ERP29 LDHA DECR1 MLYCD ACSM3 ACAT2 SERINC1 ACADVL GABARAPL1 ACADM LTC4S ENO2 UGDH ADH7 CRAT DHCR24 FASN METAP1 ALDH9A1 ACAA2 SDHD SLC22A5 MCEE PRDX6 IL4I1 ALDH3A1 HSD17B10
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.91000899910009	0.91000899910009	0.438641849302586	0.856635035736752	9100	200	PDP1 MRPL11 IDH1 IDH2 GLUD1 LDHB ATP5MG LDHA DECR1 ATP6V1G1 NDUFB2 MGST3 NDUFA7 ATP5MF NDUFC1 UQCR10 TIMM8B ATP1B1 MTRR NNT ACADVL PRDX3 NDUFA3 COX8A ACADM POLR2F ETFB ATP5F1B ALAS1 UQCRC2 MRPS11 ACAA2 SDHD ATP6V1C1 NDUFB8 MFN2 ATP5MC3 SLC25A3 HSD17B10 UQCR11 SLC25A4 MRPL35 COX7B NDUFC2 ATP5F1E TOMM22 NDUFA4 PDHB RETSAT UQCRQ ATP6AP1 VDAC3 NDUFV2 ECH1 MAOB
HALLMARK_GLYCOLYSIS	0.0002999700029997	0.00074992500749925	0.670483945896026	1.30868594584774	2	189	CD44 ELF3 IGFBP3 NASP CDK1 KIF20A CENPA STMN1 ISG20 DEPDC1 STC2 PPIA B3GNT3 NT5E TPBG RRAGD AURKA BIK HSPA5 IDH1 TGFBI MIF IRS2 HMMR MET SOX9 LDHA CITED2 P4HA2 NOL3 CHPF TGFA GALE ALG1 SLC16A3 TPST1 PC B4GALT1 TPI1 ALDH7A1 CLDN9 CACNA1H SLC37A4 RBCK1 CXCR4 ENO2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.106789321067893	0.140512264563017	0.646028849558133	1.2445323263432	1067	49	GPX3 SOD2 MBP SBNO2 PDLIM1 CAT SRXN1 TXNRD1
HALLMARK_P53_PATHWAY	0.0087991200879912	0.018331500183315	0.633841529934904	1.23713220503894	87	192	UPP1 NDRG1 S100A10 PLK3 CDKN2B LIF INHBB TAP1 MKNK2 MXD4 BLCAP H1-2 ATF3 POLH RRAD CTSD CEBPA PITPNC1 TRIB3 PTPN14 PCNA LDHB ZMAT3 NUPR1 RAP2B DRAM1 NOTCH1 STOM VWA5A CASP1 PHLDA3 TM4SF1 S100A4 TGFA KIF13B CDKN2A SFN PERP NUDT15 STEAP3 KLF4 RPL18 RHBDF2 HBEGF TXNIP ST14 ZBTB16 IP6K2 CDH13 SAT1 RPL36 KLK8 HDAC3 PRMT2 ANKRA2 ZNF365 GADD45A SLC19A2
HALLMARK_UV_RESPONSE_UP	0.0005999400059994	0.00142842858571286	0.696348979849601	1.35489650273752	5	144	SQSTM1 IRF1 NFKBIA ICAM1 H2AX GPX3 SOD2 CDKN2B TFRC TAP1 GGH ATF3 FEN1 ASNS RRAD KLHDC3 EIF5 CA2 HLA-F CXCL2 CDK2 CEBPG HNRNPU CCNE1 PPAT
HALLMARK_UV_RESPONSE_DN	9.99900009999e-05	0.0002777500027775	0.711947434209692	1.38440095230662	0	138	ANXA2 SMAD3 ANXA4 INPP4B PIK3R3 CAV1 NFIB SYNE1 ATP2B1 SMAD7 MGLL MAP1B TGFBR2 MTA1 PDLIM5 EFEMP1 ATXN1 DDAH1 MET SLC22A18 FZD2 CITED2 ADGRL2 PTEN CELF2 RND3
HALLMARK_ANGIOGENESIS	0.5005499450055	0.544076027179891	0.530603291081067	1.01481783486934	5005	24	TIMP1 THBD S100A4 TNFRSF21 LRPAP1 JAG2 VEGFA
HALLMARK_HEME_METABOLISM	0.0564943505649435	0.0807062150927764	0.60048018882078	1.17121557104532	564	177	CAST NFE2L1 PDZK1IP1 CTSB H4C3 TFRC BCAM GMPS RNF19A ASNS KLF3 OPTN RBM38 C3 CAT CA2 MOSPD1 SLC2A1 HTATIP2 TOP1 PPP2R5B MGST3 P4HA2 RBM5 ENDOD1 TMCC2 E2F2 DAAM1 LRP10 BLVRB LMO2 UCP2 NNT RAP1GAP PC TNS1
HALLMARK_COAGULATION	0.0122987701229877	0.022775500227755	0.669908244478941	1.29887997680151	122	103	CFB CD9 ANXA1 CTSB C2 FN1 PDGFB CAPN2 GSN ITGA2 TFPI2 C3 P2RY1 TIMP1 THBD ADAM9 MAFF CRIP2 APOA1 F3 GNG12 ITGB3 DPP4 APOC1 PLAU PRSS23 KLK8 KLF7 LRP1 GDA MMP15
HALLMARK_IL2_STAT5_SIGNALING	9.99900009999e-05	0.0002777500027775	0.735026472151306	1.43290523557537	0	172	EMP1 PLSCR1 CD44 KLF6 NFKBIZ LRIG1 CSF1 ANXA4 NDRG1 MUC1 CDC6 LIF TGM2 BCL2L1 PIM1 SYNGR2 PLEC MYO1E NT5E RRAGD WLS IGF2R ITGA6 CA2 ODC1 AHR MAP3K8 TNFSF10 SH3BGRL2 CCNE1 MAPKAPK2 COCH UMPS IFNGR1 CKAP4 MAFF P2RX4
HALLMARK_BILE_ACID_METABOLISM	0.0433956604339566	0.06575100065751	0.645077151809754	1.24876504545152	433	90	ABCA1 ABCD1 OPTN PXMP2 CAT IDH1 FADS1 IDH2 FADS2 BCAR3 ATXN1 SLC22A18 MLYCD ISOC1 APOA1 HACL1 SLC27A2 PECR
HALLMARK_PEROXISOME	0.191580841915808	0.222768420832335	0.585175053603819	1.13301980484428	1915	93	SOD2 MVP ABCD1 TOP2A BCL10 CAT IDH1 FADS1 IDH2 SMARCC1 ATXN1 CACNA1B CRABP1 MSH2 CTPS1 MLYCD ISOC1 HSD11B2 SLC27A2 SLC25A19 PRDX1 CRAT DHCR24 CLN6 ALDH9A1
HALLMARK_ALLOGRAFT_REJECTION	9.99900009999e-05	0.0002777500027775	0.745238753110498	1.4491368181518	0	138	HDAC9 CD74 CSF1 STAT1 ICAM1 IL15 B2M LIF INHBB C2 TAP1 GBP2 CCL2 UBE2N TAPBP PRKCB CCR5 HLA-DRA BRCA1 HLA-DQA1 BCL3 BCL10 CD47 PSMB10 TNF ELF4 TAP2 IL18 TIMP1 SPI1 LY75 AARS1 PTPRC CD3G STAB1 GALNT1 IFNGR1 HLA-DMA HLA-A CCL5 CDKN2A AKT1 HLA-E
HALLMARK_SPERMATOGENESIS	0.0035996400359964	0.00782530442607913	0.701082118224653	1.35770880897794	35	94	CDK1 EZH2 BUB1 NCAPH CCNB2 TTK KIF2C GSTM3 NEK2 AURKA CDKN3 HSPA1L CFTR DBF4 YBX2 TOPBP1 ZC3H14 CCNA1 LPIN1 IL12RB2 SLC12A2
HALLMARK_KRAS_SIGNALING_UP	9.99900009999e-05	0.0002777500027775	0.697695569612467	1.35975835814976	0	159	EMP1 CFB IGFBP3 HDAC9 F13A1 ST6GAL1 LIF EPHB2 PLAUR DOCK2 DCBLD2 TMEM176B ITGA2 LCP1 PSMB8 TRIB1 BIRC3 ANKH PTBP2 C3AR1 IGF2 CA2 TMEM176A AMMECR1 SLPI GPRC5B SOX9 PLVAP VWA5A RBM4 WDR33 TSPAN13
HALLMARK_KRAS_SIGNALING_DN	0.131086891310869	0.168060117065217	0.587298559585069	1.14117400353909	1310	132	MX1 IFI44L TCF7L1 GPRC5C CLDN16 SGK1 KRT15 RIBC2 SKIL ADRA2C SLC6A14 YBX2 PLAG1 BARD1 CCNA1 LFNG IGFBP2 TAS2R4 MFSD6 HSD11B2 PCDHB1 HTR1D ENTPD7 CAMK1D PRKN KLK7 ZBTB16 DTNB NOS1 SLC5A5 KLK8
HALLMARK_PANCREAS_BETA_CELLS	0.554944505549445	0.578067193280672	0.511562394171155	0.976687660682423	5549	23	FOXO1 ELP4 LMO2 PKLR DPP4 ABCC8 SPCS1
